SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s19_5,s19_5,SAMPLE STATION,19,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce patch",HR-BA-BS,489488,6363623,10,"Site destroyed, ribbon ripped down",13,0000,1998-07-27,D.  Fear,M-URAR,BQ,,1,HA,5876_a,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s19_5,s19_5,SAMPLE STATION,19,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce patch",HR-BA-BS,489488,6363623,10,"Site destroyed, ribbon ripped down",13,0000,1998-07-27,D.  Fear,M-URAR,BQ,,1,HA,5876_b,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s19_5,s19_5,SAMPLE STATION,19,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce patch",HR-BA-BS,489488,6363623,10,"Site destroyed, ribbon ripped down",13,0000,1998-07-27,D.  Fear,M-URAR,BR,,1,HA,5876_e,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s2_1,s2_1,SAMPLE STATION,2,Ecoprovince NB;    Ecoregion NR;    Site description = Open pine stand,HR-BA-BS,457220,6352485,10,,11,0000,1998-06-07,D.  Fear,M-CALU,,,1,HA,5603_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s2_2,s2_2,SAMPLE STATION,2,Ecoprovince NB;    Ecoregion NR;    Site description = Ridge above meadow,HR-BA-BS,451983,6349486,10,"Site not disturbed, wolf went in and out",12,0000,1998-06-19,D.  Fear,M-CALU,,,1,HA,5651_b,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s2_2,s2_2,SAMPLE STATION,2,Ecoprovince NB;    Ecoregion NR;    Site description = Ridge above meadow,HR-BA-BS,451983,6349486,10,"Site not disturbed, wolf went in and out",12,0000,1998-06-19,D.  Fear,M-CALU,,,1,HA,5651_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s2_2,s2_2,SAMPLE STATION,2,Ecoprovince NB;    Ecoregion NR;    Site description = Ridge above meadow,HR-BA-BS,451983,6349486,10,"Site not disturbed, wolf went in and out",12,0000,1998-06-19,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5651_a,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s2_2,s2_2,SAMPLE STATION,2,Ecoprovince NB;    Ecoregion NR;    Site description = Ridge above meadow,HR-BA-BS,451983,6349486,10,"Site not disturbed, wolf went in and out",12,0000,1998-06-19,D.  Fear,M-CALU,,,1,HA,5651_d,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s2_3,s2_3,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Mature spruce, trails",HR-BA-BS,453704,6348524,10,Site not disturbed,13,0000,1998-07-02,D.  Fear,M-URAR,G,,1,HA,5761_b,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s2_3,s2_3,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Mature spruce, trails",HR-BA-BS,453704,6348524,10,Site not disturbed,13,0000,1998-07-02,D.  Fear,MAMMALIA,,,1,HA,5761_c,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s2_3,s2_3,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Mature spruce, trails",HR-BA-BS,453704,6348524,10,Site not disturbed,13,0000,1998-07-02,D.  Fear,M-URAR,G,,1,HA,5761_a,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s2_3,s2_3,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Mature spruce, trails",HR-BA-BS,453704,6348524,10,Site not disturbed,13,0000,1998-07-02,D.  Fear,M-URAR,,,1,HA,5761_d,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,,,1,HA,5814_g,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,AO,,1,HA,5814_b,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,CF,,1,HA,5814_c,UC,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,AO,,1,HA,5814_d,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,,,1,HA,5814_e,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,AO,,1,HA,5814_f,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s2_4,s2_4,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Pass, spruce stand",HR-BA-BS,456097,6347846,10,"Site ripped apart, ribbon ripped down",11,0000,1998-07-13,D.  Fear,M-URAR,AO,,1,HA,5814_a,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s2_5,s2_5,SAMPLE STATION,2,"Ecoprovince NB;    Ecoregion NR;    Site description = Low pass, spruce pine mix",HR-BA-BS,451860,6346427,10,No action,14,0000,1998-07-27,D.  Fear,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s20_1,s20_1,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = Riparian,HR-BA-BS,499790,6369670,10,,12,0000,1998-06-06,D.  Fear,M-URAM,,,1,HA,5402_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAR,,,1,HA,5421_e,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAM,,,1,HA,5421_f,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAR,,,1,HA,5421_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAR,,,1,HA,5421_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAR,,,1,HA,5421_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAR,C,,1,HA,5421_b,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s20_2,s20_2,SAMPLE STATION,20,Ecoprovince TA;    Ecoregion MU;    Site description = 100m above Minaker R,HR-BA-BS,495048,6365576,10,Site destroyed,12,0000,1998-06-18,A.  Walker,M-URAR,C,,1,HA,5421_d,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s20_3,s20_3,SAMPLE STATION,20,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, cut line X-ings",HR-BA-BS,497303,6370150,10,No action,12,0000,1998-06-30,A.  Walker,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s20_4,s20_4,SAMPLE STATION,20,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce",HR-BA-BS,499820,6364313,10,No action,12,0000,1998-07-12,A.  Walker,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s20_5,s20_5,SAMPLE STATION,20,"Ecoprovince TA;    Ecoregion MU;    Site description = RD. cutline X-ings, rub trees",HR-BA-BS,500883,6369305,10,Site destroyed,14,0000,1998-07-26,D.  Fear,M-URAR,,,1,HA,5964_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s20_5,s20_5,SAMPLE STATION,20,"Ecoprovince TA;    Ecoregion MU;    Site description = RD. cutline X-ings, rub trees",HR-BA-BS,500883,6369305,10,Site destroyed,14,0000,1998-07-26,D.  Fear,M-URAR,F,,1,HA,5964_c,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s20_5,s20_5,SAMPLE STATION,20,"Ecoprovince TA;    Ecoregion MU;    Site description = RD. cutline X-ings, rub trees",HR-BA-BS,500883,6369305,10,Site destroyed,14,0000,1998-07-26,D.  Fear,M-URAR,F,,1,HA,5964_a,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s20_5,s20_5,SAMPLE STATION,20,"Ecoprovince TA;    Ecoregion MU;    Site description = RD. cutline X-ings, rub trees",HR-BA-BS,500883,6369305,10,Site destroyed,14,0000,1998-07-26,D.  Fear,M-URAR,,,1,HA,5964_d,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s21_1,s21_1,SAMPLE STATION,21,"Ecoprovince TA;    Ecoregion MU;    Site description = Pine forest, along riparian",HR-BA-BS,506998,6370550,10,No action,12,0000,1998-06-07,A.  Walker,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s21_2,s21_2,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,510790,6364515,10,Site not disturbed,12,0000,1998-06-19,A.  Walker,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_h,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_g,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_i,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_b,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_e,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s21_3,s21_3,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Lease Rd X-ing,HR-BA-BS,508956,6367305,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5437_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s21_4,s21_4,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Cut line junction,HR-BA-BS,506065,6365572,10,"Site knocked down, tree scatched to 8.5 ft (grizzly)",12,0000,1998-07-13,A.  Walker,M-URAR,F,,1,HA,5449_d,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s21_4,s21_4,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Cut line junction,HR-BA-BS,506065,6365572,10,"Site knocked down, tree scatched to 8.5 ft (grizzly)",12,0000,1998-07-13,A.  Walker,M-URAR,F,,1,HA,5449_a,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s21_4,s21_4,SAMPLE STATION,21,Ecoprovince TA;    Ecoregion MU;    Site description = Cut line junction,HR-BA-BS,506065,6365572,10,"Site knocked down, tree scatched to 8.5 ft (grizzly)",12,0000,1998-07-13,A.  Walker,M-URAR,F,,1,HA,5449_b,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s21_5,s21_5,SAMPLE STATION,21,"Ecoprovince TA;    Ecoregion MU;    Site description = RD. cutline X-ings, rub trees",HR-BA-BS,510836,6368007,10,No action,14,0000,1998-07-27,A.  Walker,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s22_1,s22_1,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Pass,HR-BA-BS,513762,6368888,10,No action,12,0000,1998-06-07,A.  Walker,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s22_2,s22_2,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,514136,6370662,10,,12,0000,1998-06-19,A.  Walker,M-URAM,,,1,HA,5424_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s22_2,s22_2,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,514136,6370662,10,,12,0000,1998-06-19,A.  Walker,M-URAM,,,1,HA,5424_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s22_2,s22_2,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,514136,6370662,10,,12,0000,1998-06-19,A.  Walker,M-URAM,,,1,HA,5424_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s22_2,s22_2,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,514136,6370662,10,,12,0000,1998-06-19,A.  Walker,M-URAM,,,1,HA,5424_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s22_2,s22_2,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,514136,6370662,10,,12,0000,1998-06-19,A.  Walker,M-URAM,,,1,HA,5424_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s22_2,s22_2,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line junctions,HR-BA-BS,514136,6370662,10,,12,0000,1998-06-19,A.  Walker,M-URAM,,,1,HA,5424_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s22_3,s22_3,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,513055,6364620,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5438_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s22_3,s22_3,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,513055,6364620,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5438_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s22_3,s22_3,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,513055,6364620,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5438_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s22_3,s22_3,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,513055,6364620,10,,12,0000,1998-07-01,A.  Walker,M-URAM,,,1,HA,5438_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s22_4,s22_4,SAMPLE STATION,22,Ecoprovince TA;    Ecoregion MU;    Site description = Rd. cut line juntions,HR-BA-BS,521525,6369633,10,,14,0000,1998-07-16,A.  Walker,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5954_a,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s22_5,s22_5,SAMPLE STATION,22,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline cutline X-ing, scat",HR-BA-BS,519985,6363672,10,Large boar grizzly tracks at site,13,0000,1998-07-26,D.  Fear,M-URAM,,,1,HA,5960_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s22_5,s22_5,SAMPLE STATION,22,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline cutline X-ing, scat",HR-BA-BS,519985,6363672,10,Large boar grizzly tracks at site,13,0000,1998-07-26,D.  Fear,M-URAR,AT,,1,HA,5960_b,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s22_5,s22_5,SAMPLE STATION,22,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline cutline X-ing, scat",HR-BA-BS,519985,6363672,10,Large boar grizzly tracks at site,13,0000,1998-07-26,D.  Fear,M-URAR,AT,,1,HA,5960_c,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s22_5,s22_5,SAMPLE STATION,22,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline cutline X-ing, scat",HR-BA-BS,519985,6363672,10,Large boar grizzly tracks at site,13,0000,1998-07-26,D.  Fear,M-URAR,AT,,1,HA,5960_d,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s22_5,s22_5,SAMPLE STATION,22,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline cutline X-ing, scat",HR-BA-BS,519985,6363672,10,Large boar grizzly tracks at site,13,0000,1998-07-26,D.  Fear,M-URAR,AT,,1,HA,5960_e,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s22_5,s22_5,SAMPLE STATION,22,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline cutline X-ing, scat",HR-BA-BS,519985,6363672,10,Large boar grizzly tracks at site,13,0000,1998-07-26,D.  Fear,M-URAR,AT,,1,HA,5960_f,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s23_1,s23_1,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Mature spruce, hill",HR-BA-BS,529311,6363660,10,Wolf tracks leading to site,12,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5623_a,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s23_1,s23_1,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Mature spruce, hill",HR-BA-BS,529311,6363660,10,Wolf tracks leading to site,12,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5623_b,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s23_2,s23_2,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline, spruce, pine mix",HR-BA-BS,522151,6368145,10,No action,12,0000,1998-06-22,D.  Fear,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s23_3,s23_3,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce patch, old BB track",HR-BA-BS,526517,6365976,10,"Site pulled down, wolf tracks by site",14,0000,1998-07-06,D.  Fear,M-URAM,,,1,HA,5793_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s23_3,s23_3,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce patch, old BB track",HR-BA-BS,526517,6365976,10,"Site pulled down, wolf tracks by site",14,0000,1998-07-06,D.  Fear,M-URAM,,,1,HA,5793_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s23_3,s23_3,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce patch, old BB track",HR-BA-BS,526517,6365976,10,"Site pulled down, wolf tracks by site",14,0000,1998-07-06,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5793_i,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s23_3,s23_3,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce patch, old BB track",HR-BA-BS,526517,6365976,10,"Site pulled down, wolf tracks by site",14,0000,1998-07-06,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5793_g,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s23_3,s23_3,SAMPLE STATION,23,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce patch, old BB track",HR-BA-BS,526517,6365976,10,"Site pulled down, wolf tracks by site",14,0000,1998-07-06,D.  Fear,M-URAM,,,1,HA,5793_d,,VI,,,,,,,
