SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Watershed Code,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Species Guess,Sex,Species ID Method
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant:  ---------,14,0000,2015-07-06,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-125,A,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Castor ---------,14,0000,2015-07-20,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-145,A,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-139,C,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-152,D,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-140,B,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-144,A,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-818,D,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1290,C,3,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1280,B,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1293,E,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1284,C,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1274,H,2,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1278,D,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1281,B,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1292,F,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1277,G,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1276,G,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-1279,B,3,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1283,C,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1282,A,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0024,s0024,SAMPLE STATION,100,"Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------Decent hucks, good production, tall plants",HR-BA-BS,414428,5452748,11,Gladstone,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-1275,H,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant:  ---------,14,0000,2015-07-06,Aaron  Reid,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Castor ---------,14,0000,2015-07-20,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-43,C,1,URAR,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-29,A,3,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-38,D,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-52,E,3,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-104,A,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-41,F,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-44,B,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-50,E,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-42,D,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-103,A,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-51,E,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-30,A,4,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-1273,E,3,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1265,D,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-554,E,4,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1263,G,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-1269,E,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-1833,I,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1286,L,1,URAR,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1272,B,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1266,C,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-558,M,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-557,N,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1261,E,5,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1264,F,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1288,I,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-555,J,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1267,A,2,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-559,K,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1287,I,3,URAR,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1270,E,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1268,A,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1260,H,1,,,DNA
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1271,B,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0025,s0025,SAMPLE STATION,100,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,413121,5454351,11,Gladstone North,Attractant: Anise oil ---------,14,0000,2015-08-17,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-1834,G,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0026,s0026,SAMPLE STATION,89,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,410677,5465006,11,Lewis Peak,Attractant:  ---------,14,0000,2015-07-06,Aaron  Reid,M-URAR,GK15-127,,1,HA,N,W,GK15-127,A,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0026,s0026,SAMPLE STATION,89,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,410677,5465006,11,Lewis Peak,Attractant:  ---------,14,0000,2015-07-06,Aaron  Reid,M-URAR,GK15-127,,1,HA,N,W,GK15-128,B,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0026,s0026,SAMPLE STATION,89,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,410677,5465006,11,Lewis Peak,Attractant: Castor ---------,14,0000,2015-07-20,Clayton  Lamb,NULL,,,0,,,,,,,,,
