SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Label,Species Guess,Sex,Species ID Method,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-g,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-h,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-i,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-j,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-b,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-l,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-n,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-o,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-p,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-q,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-r,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-s,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-t,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-u,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,MAMMALIA,,,1,HA,N,199-v,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-w,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,25_3,25_3,SAMPLE STATION,25,,HR-BA-BS,476446,5513796,11,,12,0000,1996-07-23,S.  Hawes,M-URAM,,,1,HA,N,199-k,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,25_4,25_4,SAMPLE STATION,25,,HR-BA-BS,477773,5513067,11,,10,0000,1996-08-02,D.  Fear,NULL,,,0,,,,,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,25_5,25_5,SAMPLE STATION,25,,HR-BA-BS,474660,5511787,11,,8,0000,1996-08-10,G.  Mowat,M-URAR,,DONE X 2,1,HA,N,2159-b,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,25_5,25_5,SAMPLE STATION,25,,HR-BA-BS,474660,5511787,11,,8,0000,1996-08-10,G.  Mowat,MAMMALIA,,,1,HA,N,2159-a,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-k,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,MAMMALIA,,,1,HA,N,154-b,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-c,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-d,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-f,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-h,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-q,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-j,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-e,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-l,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-m,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-n,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-o,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-p,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,MAMMALIA,,,1,HA,N,154-i,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,26_1,26_1,SAMPLE STATION,26,,HR-BA-BS,488300,5514900,11,,10,0000,1996-06-30,S.  Hawes,M-URAM,,,1,HA,N,154-g,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,MAMMALIA,,,1,HA,N,175-b,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,N,DONE X 2,1,HA,N,175-m,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,,,1,HA,N,175-q,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,MAMMALIA,,,1,HA,N,175-p,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,M,,1,HA,N,175-o,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-c,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,M,,1,HA,N,175-d,Unk,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,MAMMALIA,,,1,HA,N,175-j,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,N,,1,HA,N,175-l,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,M,DONE X 2,1,HA,N,175-n,Unk,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-k,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-e,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-i,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAR,M,,1,HA,N,175-h,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-g,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,26_2,26_2,SAMPLE STATION,26,,HR-BA-BS,488400,5515900,11,,10,0000,1996-07-10,S.  Hawes,M-URAM,,,1,HA,N,175-f,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,26_3,26_3,SAMPLE STATION,26,,HR-BA-BS,488100,5517700,11,,10,0000,1996-07-20,S.  Hawes,M-URAM,,,1,HA,N,189-b,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,26_3,26_3,SAMPLE STATION,26,,HR-BA-BS,488100,5517700,11,,10,0000,1996-07-20,S.  Hawes,M-URAM,,,1,HA,N,189-c,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,26_3,26_3,SAMPLE STATION,26,,HR-BA-BS,488100,5517700,11,,10,0000,1996-07-20,S.  Hawes,M-URAM,,,1,HA,N,189-d,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,26_3,26_3,SAMPLE STATION,26,,HR-BA-BS,488100,5517700,11,,10,0000,1996-07-20,S.  Hawes,M-URAM,,,1,HA,N,189-a,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-j,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-b,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,,DONE X 2,1,HA,N,2041-a,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,,,1,HA,N,2041-g,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-u,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-t,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-s,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,BI,DONE X 2,1,HA,N,2041-r,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-q,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,CH,DONE X 3,1,HA,N,2041-p,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-o,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-n,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,CH,DONE X 3,1,HA,N,2041-m,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-l,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,,,1,HA,N,2041-h,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,,DONE X 2,1,HA,N,2041-i,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-f,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,,DONE X 2,1,HA,N,2041-e,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-d,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,MAMMALIA,,,1,HA,N,2041-c,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,26_4,26_4,SAMPLE STATION,26,,HR-BA-BS,493800,5511600,11,,10,0000,1996-08-02,D.  Fear,M-URAR,,,1,HA,N,2041-k,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,26_5,26_5,SAMPLE STATION,26,,HR-BA-BS,493501,5513152,11,,8,0000,1996-08-10,G.  Mowat,NULL,,,0,,,,,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,27_1,27_1,SAMPLE STATION,27,,HR-BA-BS,504600,5512000,11,,10,0000,1996-06-29,S.  Hawes,M-URAM,,,1,HA,N,151-b,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,27_1,27_1,SAMPLE STATION,27,,HR-BA-BS,504600,5512000,11,,10,0000,1996-06-29,S.  Hawes,M-URAM,,,1,HA,N,151-a,M-URAM,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,27_1,27_1,SAMPLE STATION,27,,HR-BA-BS,504600,5512000,11,,10,0000,1996-06-29,S.  Hawes,M-URAM,,,1,HA,N,151-c,M-URAM,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,27_1,27_1,SAMPLE STATION,27,,HR-BA-BS,504600,5512000,11,,10,0000,1996-06-29,S.  Hawes,M-URAM,,,1,HA,N,151-d,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,27_1,27_1,SAMPLE STATION,27,,HR-BA-BS,504600,5512000,11,,10,0000,1996-06-29,S.  Hawes,M-URAM,,,1,HA,N,151-e,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,27_2,27_2,SAMPLE STATION,27,,HR-BA-BS,503150,5510500,11,,10,0000,1996-07-09,S.  Hawes,M-URAM,,,1,HA,N,172-b,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,27_2,27_2,SAMPLE STATION,27,,HR-BA-BS,503150,5510500,11,,10,0000,1996-07-09,S.  Hawes,MAMMALIA,,,1,HA,N,172-a,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,27_3,27_3,SAMPLE STATION,27,,HR-BA-BS,502544,5510858,11,,10,0000,1996-07-19,S.  Hawes,MAMMALIA,,,1,HA,N,186-g,Unk,,,
