SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Sex,Species ID Method
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,444,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,445,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,M-URAM,,Xblack,1,HA,N,W,446,A,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,447,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,448,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,449,G,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,15,0000,2004-08-05,Not  Available,M-URAM,,Xblack,1,HA,N,G,450,H,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1733,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,M-URAM,,Xblack,1,HA,N,G,1734,A,2,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1735,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1736,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1737,L,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,M-URAM,,Xblack,1,HA,N,W,1738,L,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1739,L,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,M-URAM,,Xblack,1,HA,N,W,1740,M,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1741,M,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,185,185,SAMPLE STATION,35,,HR-BA-BS,380465,6288634,9,,13,0000,2004-08-18,Not  Available,MAMMALIA,,Xmixed,1,HA,N,G,1742,N,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,186,186,SAMPLE STATION,35,,HR-BA-BS,383993,6278443,9,,12,0000,2004-08-02,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,186,186,SAMPLE STATION,35,,HR-BA-BS,383993,6278443,9,,16,0000,2004-08-18,Not  Available,M-URAR,1730,sample,1,HA,N,G,1730,K,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,186,186,SAMPLE STATION,35,,HR-BA-BS,383993,6278443,9,,16,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1731,K,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,186,186,SAMPLE STATION,35,,HR-BA-BS,383993,6278443,9,,16,0000,2004-08-18,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1732,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,7,0000,2004-08-10,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1518,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1519,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1520,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1521,A,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,M-URAM,,Xblack,1,HA,N,W,1522,A,5,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,sptest,1,HA,N,W,1523,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1524,C,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1525,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,M-URAR,1398,sample,1,HA,N,W,1526,K,2,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1527,K,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,14,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1528,K,5,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1394,A,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1395,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1396,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1397,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,M-URAR,1398,sample,1,HA,N,W,1398,L,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,M-URAR,1398,sample,1,HA,N,W,1399,M,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1400,M,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1401,N,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,7,0000,2004-09-09,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1339,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,187,187,SAMPLE STATION,35,,HR-BA-TR,377444,6285092,9,,9,0000,2004-09-18,Not  Available,M-URAM,,Xblack,1,HA,N,W,2109,A,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,188a,188a,SAMPLE STATION,35,,HR-NB-RS,381034,6285442,9,Set date of 15 July 2004 was chosen based on date of arrival of salmon to this area.,26,0000,2004-08-10,Not  Available,MAMMALIA,,Xbomb,1,HA,Y,R,573,C,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,188a,188a,SAMPLE STATION,35,,HR-NB-RS,381034,6285442,9,Set date of 15 July 2004 was chosen based on date of arrival of salmon to this area.,26,0000,2004-08-10,Not  Available,MAMMALIA,,Xbomb,1,HA,Y,R,576,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,188a,188a,SAMPLE STATION,35,,HR-NB-RS,381034,6285442,9,Set date of 15 July 2004 was chosen based on date of arrival of salmon to this area.,26,0000,2004-08-10,Not  Available,MAMMALIA,,Xbomb,1,HA,Y,R,577,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,1,0000,2004-08-11,Not  Available,MAMMALIA,,sptest,1,HA,N,W,1808,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,T,1529,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,T,1530,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1531,C,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1532,D,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,M-URAM,,unextracted,1,HA,N,W,1533,E,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1534,F,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,M-URAR,1535,sample,1,HA,N,W,1535,F,2,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1536,F,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,M-URAM,,unextracted,1,HA,N,W,1537,G,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1538,H,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1539,I,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1540,I,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,M-URAM,,Xblack,1,HA,N,W,1541,J,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,13,0000,2004-08-24,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1542,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,W,1235,A,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,W,1236,A,2,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1237,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1238,B,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1239,C,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1240,C,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,W,1241,C,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1242,D,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1243,E,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,W,1244,F,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1245,F,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1246,F,3,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1247,G,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,W,1248,K,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1249,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1250,L,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,G,1251,L,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1252,L,4,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,Xblack,1,HA,N,W,1253,M,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1254,N,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1255,N,3,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,G,1256,N,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,M-URAM,,unextracted,1,HA,N,W,1257,O,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1258,P,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,9,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1259,Q,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,M-URAM,,Xblack,1,HA,N,W,1283,A,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1284,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,M-URAM,,unextracted,1,HA,N,W,1285,K,3,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,M-URAM,,Xblack,1,HA,N,W,1286,K,4,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,M-URAM,,Xblack,1,HA,N,W,1287,K,5,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1288,K,7,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,188b,188b,SAMPLE STATION,35,,HR-BA-TR,381034,6285442,9,,7,0000,2004-09-09,Not  Available,M-URAM,,Xblack,1,HA,N,W,1289,L,1,,DNA
