SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,Latitude DC (DD),Longitude DC (DD),DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1763,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1762,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1768,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1761,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1760,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1759,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1766,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,12,0,1998-08-12,Not  Available,MAMMALIA,,,1,HA,1767,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,13,0,1998-08-25,Not  Available,MAMMALIA,,,1,HA,1024,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,13,0,1998-08-25,Not  Available,MAMMALIA,,"Field comment: suspected grizzly; Lab comment: less than 5 roots, Lab ID # BC111",1,HA,1023,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,13,0,1998-08-25,Not  Available,MAMMALIA,,"Field comment: suspected grizzly; Lab comment: less than 5 roots, Lab ID # BC110",1,HA,1022,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,16,0,1998-09-10,Not  Available,MAMMALIA,,,1,HA,1498,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,16,0,1998-09-10,Not  Available,MAMMALIA,,,1,HA,1499,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,16,0,1998-09-10,Not  Available,MAMMALIA,,,1,HA,1497,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,16,0,1998-09-10,Not  Available,MAMMALIA,,Field comment: possible black bear,1,HA,1496,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,13,0,1998-09-23,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-01,Nass 1999 - Session 1,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,7,0,1999-06-04,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-06-10,Not  Available,M-URAR,,Lab ID # BC521,1,HA,2160,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-06-10,Not  Available,MAMMALIA,,"Lab comment: failed, Lab ID # BC520",1,HA,2159,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-06-10,Not  Available,MAMMALIA,,Lab comment: less than 5 roots,1,HA,2158,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-06-10,Not  Available,MAMMALIA,,Lab comment: <5 hairs available,1,HA,2161,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-06-10,Not  Available,M-URAR,7,Lab ID # BC519,1,HA,2157,M,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-06-10,Not  Available,M-URAR,,Lab ID # BC-03-99,1,HA,2156,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,8,0,1999-06-18,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-22,Nass 1999 - Session 4,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,7,0,1999-06-25,Not  Available,URSUS,,"Lab comment: mixed sample, Lab ID # BC681",1,HA,2483,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-22,Nass 1999 - Session 4,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,7,0,1999-06-25,Not  Available,M-URAM,,Lab ID # BC-127-99,1,HA,2482,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-07-01,Not  Available,MAMMALIA,,Lab comment: less than 5 roots,1,HA,2674,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,6,0,1999-07-01,Not  Available,M-URAR,7,Lab ID # BC680,1,HA,2675,M,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,19A,19A,SAMPLE STATION,19,55.85588,-128.95607,,HR-BA-BS,502750,6190040,9,,7,0,1999-07-08,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,Field comment: canid,1,HA,1196,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,,1,HA,1190,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,,1,HA,1195,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,,1,HA,1189,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,,1,HA,1191,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,Field comment: very small,1,HA,1192,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,Field comment: wolf,1,HA,1193,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,13,0,1998-09-04,Not  Available,MAMMALIA,,Field comment: wolf/coyo very small,1,HA,1194,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,14,0,1998-09-18,Not  Available,MAMMALIA,,,1,HA,718,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,14,0,1998-09-18,Not  Available,MAMMALIA,,,1,HA,717,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-01,Nass 1999 - Session 1,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,7,0,1999-06-04,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,6,0,1999-06-10,Not  Available,MAMMALIA,,,1,HA,2155,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,MAMMALIA,,Lab comment: less than 5 roots,1,HA,2397,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,M-URAM,,Lab ID # BC-94-99,1,HA,2391,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,M-URAM,,Lab ID # BC806,1,HA,2392,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,M-URAR,,Lab ID # BC605,1,HA,2395,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,M-URAM,,Lab ID # BC-149-99,1,HA,2394,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,M-URAM,,Lab ID # BC604,1,HA,2393,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,M-URAM,,Lab ID # BC606,1,HA,2398,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,8,0,1999-06-18,Not  Available,MAMMALIA,,Lab comment: less than 5 roots,1,HA,2399,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-22,Nass 1999 - Session 4,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,7,0,1999-06-25,Not  Available,MAMMALIA,,"Lab comment: failed, Lab ID # BC-126-99",1,HA,2480,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,6,0,1999-07-01,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,7,0,1999-07-08,Not  Available,M-URAM,,Lab ID # BC-65-99,1,HA,2716,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,7,0,1999-07-08,Not  Available,M-URAM,,Lab ID # BC800,1,HA,2713,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,7,0,1999-07-08,Not  Available,M-URAM,,Lab ID # BC798,1,HA,2715,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,19B,19B,SAMPLE STATION,19,55.82999,-128.93499,,HR-BA-BS,504072,6187160,9,,7,0,1999-07-08,Not  Available,M-URAM,,Lab ID # BC799,1,HA,2714,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,15,0,1997-09-10,Not  Available,MAMMALIA,,,1,HA,54,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1997-09-24,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1997-10-08,Not  Available,MAMMALIA,,"Field comment: possible grizzly; Lab comment: less than 5 roots, Lab ID # BC038",1,HA,417,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1553,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1556,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1560,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1559,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1558,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1554,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1557,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1555,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1552,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1551,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,14,0,1998-08-10,Not  Available,MAMMALIA,,,1,HA,1550,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,,1,HA,788,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,Field comment: suspected black bear,1,HA,786,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,,1,HA,785,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,,1,HA,783,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,,1,HA,784,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,,1,HA,782,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-08-23,Not  Available,MAMMALIA,,,1,HA,787,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,16,0,1998-09-08,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-09-21,Not  Available,MAMMALIA,,,1,HA,1376,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,13,0,1998-09-21,Not  Available,MAMMALIA,,,1,HA,1375,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-22,Nass 1999 - Session 4,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,8,0,1999-06-22,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,6,0,1999-06-28,Not  Available,MAMMALIA,,,1,HA,2707,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,6,0,1999-06-28,Not  Available,M-URAM,,Lab ID # BC753,1,HA,2706,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,M-URAM,,Lab ID # BC803,1,HA,2343,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,M-URAM,,Lab ID # BC802,1,HA,2342,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,MAMMALIA,,,1,HA,2348,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,MAMMALIA,,,1,HA,2344,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,MAMMALIA,,,1,HA,2347,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,M-URAM,,Lab ID # BC805,1,HA,2346,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,1A,1A,SAMPLE STATION,1,56.20931,-129.31581,,HR-BA-BS,480410,6229420,9,,7,0,1999-07-05,Not  Available,MAMMALIA,,Lab comment: less than 5 roots,1,HA,2349,,
