SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,Latitude DC (DD),Longitude DC (DD),DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Watershed Code,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Spatial Accuracy (m),Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Sex,Species ID Method
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2226,G,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2227,G,4,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2228,H,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2229,H,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,MAMMALIA,0,,,1,HA,N,W,2230,H,3,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2231,H,4,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2232,I,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2233,J,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,"13 samples in this group, but only 4 samples taken",1,HA,N,W,2234,K,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,"13 samples in this group, but only 4 samples taken",1,HA,N,W,2235,K,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,"13 samples in this group, but only 4 samples taken",1,HA,N,W,2236,K,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,"13 samples in this group, but only 4 samples taken",1,HA,N,W,2237,K,4,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2238,L,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2239,M,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2240,N,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s018,s018,SAMPLE STATION,9,51.3353,-126.25395,"During install, Danny saw GB sow and 2yr on avalanche chute nearby",HR-BA-BS,691281,5690693,9,McFee Cr. near road,,10,0000,1997-06-25,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2241,O,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,MAMMALIA,0,,dark brown,1,HA,N,W,1719,A,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,1720,A,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,1721,A,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,brown,1,HA,N,W,1722,B,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,reddish-brown,1,HA,N,W,1723,C,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,"very blonde; very short, with roots; armpit hair?",1,HA,N,W,1724,D,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,dark brown,1,HA,N,W,1725,E,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,reddish-brown,1,HA,N,W,1726,F,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,reddish-brown,1,HA,N,W,1727,G,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,reddish-brown; Psib > 0.05 so no individual assignment,1,HA,N,W,1728,H,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,1729,H,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,1730,H,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,,1,HA,N,W,1731,H,4,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,,1,HA,N,W,1732,H,5,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,"reddish-brown, with blonde highlights",1,HA,N,W,1733,H,6,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s019,s019,SAMPLE STATION,9,51.35433,-126.24717,,HR-BA-BS,691674,5692826,9,upper Kingcome S of Trudel Cr.,Wire loose,10,0000,1997-07-05,Stefan  Himmer,M-URAR,0,585,"reddish-brown, with blonde highlights",1,HA,N,W,1734,H,7,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2746,A,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2747,B,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2748,C,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,,,1,HA,N,W,2749,D,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,MAMMALIA,0,,,1,HA,N,W,2750,E,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,,,1,HA,N,W,2751,F,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,,,1,HA,N,W,2752,G,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2753,H,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2754,H,2,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2755,H,3,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-12,Session 4,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,9,0000,1997-07-14,Sidney  Waskiewich,M-URAR,0,585,,1,HA,N,W,2756,H,4,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2093,reddish-brown underfur,1,HA,N,W,2093,A,1,F,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2094,reddish-brown,1,HA,N,W,2094,B,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,MAMMALIA,0,,fine,1,HA,N,W,2095,B,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2097,reddish-brown,1,HA,N,W,2096,B,3,F,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2097,reddish-brown,1,HA,N,W,2097,B,4,F,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,585,reddish-brown,1,HA,N,W,2098,C,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,,reddish-brown,1,HA,N,W,2099,C,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,585,reddish; fine,1,HA,N,W,2100,C,3,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,,blonde underfur,1,HA,N,W,2101,D,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,,reddish,1,HA,N,W,2102,E,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,MAMMALIA,0,,reddish-blonde,1,HA,N,W,2103,E,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2104,reddish,1,HA,N,W,2104,E,3,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2104,reddish-blonde,1,HA,N,W,2105,E,4,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2097,reddish-blonde,1,HA,N,W,2106,F,1,F,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2104,light red-blonde,1,HA,N,W,2107,F,2,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,MAMMALIA,0,,reddish-blonde; 1 sample only,1,HA,N,W,2108,G,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,,reddish underfur,1,HA,N,W,2109,H,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,,reddish; fine,1,HA,N,W,2110,H,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2097,reddish; 1 sample only,1,HA,N,W,2111,I,1,F,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,M-URAR,0,2097,reddish underfur,1,HA,N,W,2112,J,1,F,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s020,s020,SAMPLE STATION,9,51.33638,-126.27802,,HR-BA-BS,689600,5690750,9,McFee Cr.,,10,0000,1997-07-24,Stefan  Himmer,MAMMALIA,0,,"reddish; fine, short",1,HA,N,W,2113,J,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,only 1 barb between 1434 and 1435,1,HA,N,W,1434,C,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,only 1 barb between 1434 and 1435,1,HA,N,W,1435,D,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,MAMMALIA,0,,,1,HA,N,W,1436,D,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,,1,HA,N,W,1437,D,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,,1,HA,N,W,1438,E,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,,1,HA,N,W,1439,F,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,,1,HA,N,W,1440,F,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,,1,HA,N,W,1441,G,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,,1,HA,N,W,1442,G,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,,"5 samples in this group, but only 2 barbs sampled because the other 3 barbs had only single hairs",1,HA,N,W,1443,H,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,MAMMALIA,0,,"5 samples in this group, but only 2 barbs sampled because the other 3 barbs had only single hairs",1,HA,N,W,392,H,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s022,s022,SAMPLE STATION,10,51.30652,-126.18488,,HR-BA-BS,696214,5687676,9,Charnaud Cr. 55 km,,10,0000,1997-06-25,Lana  Ciarniello,M-URAR,0,394,"4 samples in this group, but only 2 barbs sampled because the other 2 barbs had only single hairs",1,HA,N,W,394,I,1,M,DNA
