SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Barb Number,Sex,Species ID Method
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s062,s062,SAMPLE STATION,62,Ground access,HR-BA-BS,459180,6103305,10,13,0000,2003-07-06,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2062T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,12,0000,2003-06-20,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2063T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,L,2063B01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2063T02,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2063T50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2063T51,51,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2063T52,52,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-07-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,L,2063B02,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,14,0000,2003-07-19,Chris  Pharness,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,L,4063B01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,L,4063B10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,G,4063G10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,L,4063B20,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4063T100,100,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4063T102,102,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s063,s063,SAMPLE STATION,63,Ground access,HR-BA-BS,461348,6099613,10,15,0000,2003-08-03,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4063U00,0,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s064,s064,SAMPLE STATION,64,Ground access,HR-BA-BS,476787,6099035,10,14,0000,2003-06-21,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1064T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1065T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,L,1065B01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,1065T10,10,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,1065T11,11,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,L,1065B50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,G,1065G02,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,1065T64,64,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,L,1065B64,64,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,13,0000,2003-06-20,Garth  Mowat,M-URAM,,unextracted,1,HA,N,L,1065B60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2065T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,unextracted,1,HA,N,L,2065B02,2,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2065T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,14,0000,2003-07-04,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,G,2065G02,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,14,0000,2003-07-18,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3065T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,15,0000,2003-08-02,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4065U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s065,s065,SAMPLE STATION,65,Ground access,HR-BA-BS,479330,6101417,10,15,0000,2003-08-02,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4065T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,1066T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,1066T10,10,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,1066T12,12,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,1066T20,20,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,1066T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,1066T60,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1066T61,61,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,1066T70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1066T80,80,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,1066T14,14,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2066T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2066T02,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2066T11,11,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2066T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2066T51,51,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2066T10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2066T54,54,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2066T56,56,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s066,s066,SAMPLE STATION,66,Ground access,HR-BA-BS,377131,6093719,10,15,0000,2003-07-11,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2066T52,52,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,15,0000,2003-06-26,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1068T06,6,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,G,1068G10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,15,0000,2003-06-26,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1068T11,11,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,15,0000,2003-06-26,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,1068T12,12,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,15,0000,2003-06-26,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,1068T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2068T10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2068T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2068T51,51,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2068T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2068T70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2068T80,80,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,Xbomb,1,HA,N,G,2068G90,90,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2068T60,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,unextracted,1,HA,N,G,2068G100,100,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-24,Chris  Pharness,M-URAM,,unextracted,1,HA,N,U,3068T10,10,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-24,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3068T11,11,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-24,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3068T20,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s067,s067,SAMPLE STATION,68,Ground access,HR-BA-BS,390043,6094871,10,14,0000,2003-07-24,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3068T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,15,0000,2003-06-26,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,M-URAR,1055G04,sample,1,HA,N,U,2069T10,10,F,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,G,2069G11,11,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2069T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,M-URAR,1055T05,sample,1,HA,N,U,2069T01,1,F,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2069T70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2069T80,80,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2069T81,81,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2069T60,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s068,s068,SAMPLE STATION,69,Ground access,HR-BA-BS,398112,6092963,10,14,0000,2003-07-10,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,G,2069G100,100,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,1070T02,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,L,1070B02,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,1070T03,3,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,1070T01,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,unextracted,1,HA,N,L,1070B10,10,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,1070T12,12,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,L,1070B12,12,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,1070T10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,1070T30,30,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,1070T31,31,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,L,1070B32,32,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,1070T20,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,1070T40,40,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,1070T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,1070T70,70,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,L,1070B70,70,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-06-20,Session 1,,s069,s069,SAMPLE STATION,70,Ground access,HR-BA-BS,410944,6093106,10,14,0000,2003-06-28,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,1070T71,71,,DNA
