SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,21_2,21_2,SAMPLE STATION,21,Helicopter access,HR-BA-BS,587107,6081812,10,,14,0000,2000-06-28,G.  Mowat,M-URAR,,unextracted,1,HA,6553-096,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,21_2,21_2,SAMPLE STATION,21,Helicopter access,HR-BA-BS,587107,6081812,10,,14,0000,2000-06-28,G.  Mowat,M-URAR,6553-020,,1,HA,6553-071,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,21_2,21_2,SAMPLE STATION,21,Helicopter access,HR-BA-BS,587107,6081812,10,,14,0000,2000-06-28,G.  Mowat,M-URAR,,unextracted,1,HA,6553-002,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,21_2,21_2,SAMPLE STATION,21,Helicopter access,HR-BA-BS,587107,6081812,10,,14,0000,2000-06-28,G.  Mowat,M-URAR,,unextracted,1,HA,6553-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,21_2,21_2,SAMPLE STATION,21,Helicopter access,HR-BA-BS,587107,6081812,10,,14,0000,2000-06-28,G.  Mowat,M-URAR,6553-000,,1,HA,6553-000,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,21_2,21_2,SAMPLE STATION,21,Helicopter access,HR-BA-BS,587107,6081812,10,,14,0000,2000-06-28,G.  Mowat,M-URAR,,unextracted,1,HA,6553-080,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,21_3,21_3,SAMPLE STATION,21,Helicopter access,HR-BA-BS,591151,6081113,10,,14,0000,2000-07-12,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,,Xbomb,1,HA,6631-020,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,6631-051,,1,HA,6631-051,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,6631-010,,1,HA,6631-010,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,MAMMALIA,,Xspecies,1,HA,6631-015,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,GF30,,1,HA,6631-001,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,GF30,,1,HA,6631-060,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,GF30,,1,HA,6631-070,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,21_4,21_4,SAMPLE STATION,21,Helicopter access,HR-BA-BS,585952,6084547,10,,16,0000,2000-07-28,D.  Fear,M-URAR,,unextracted,1,HA,6631-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,22_1,22_1,SAMPLE STATION,22,Helicopter access,HR-BA-BS,595201,6080794,10,,13,0000,2000-06-14,D.  Fear,M-URAM,6503-002,,1,HA,6503-002,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,22_1,22_1,SAMPLE STATION,22,Helicopter access,HR-BA-BS,595201,6080794,10,,13,0000,2000-06-14,D.  Fear,M-URAM,6503-002,,1,HA,6503-030,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,22_1,22_1,SAMPLE STATION,22,Helicopter access,HR-BA-BS,595201,6080794,10,,13,0000,2000-06-14,D.  Fear,M-URAM,,unextracted,1,HA,6503-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,Xmixed,1,HA,6555-046,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-002,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-052,,1,HA,6555-052,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-001,,1,HA,6555-001,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-011,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-053,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-051,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-049,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-047,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-026,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-025,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-021,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-015,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-014,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-012,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,unextracted,1,HA,6555-003,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,,Xmixed,1,HA,6555-010,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-013,,1,HA,6555-090,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-013,,1,HA,6555-013,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-020,,1,HA,6555-024,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-013,,1,HA,6555-040,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-020,,1,HA,6555-048,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,22_2,22_2,SAMPLE STATION,22,Helicopter access,HR-BA-BS,592906,6085023,10,,15,0000,2000-06-29,G.  Mowat,M-URAR,6555-020,,1,HA,6555-020,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,22_3,22_3,SAMPLE STATION,22,Helicopter access,HR-BA-BS,594621,6082935,10,,14,0000,2000-07-12,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,22_4,22_4,SAMPLE STATION,22,Helicopter access,HR-BA-BS,596831,6083142,10,,17,0000,2000-07-29,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6855-021,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6855-003,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6855-002,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6855-006,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,M-URAM,6855-001,,1,HA,6855-001,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6855-020,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,23_1,23_1,SAMPLE STATION,23,Ground access,HR-BA-BS,501873,6074800,10,,13,0000,2000-06-13,D.  Fear,MAMMALIA,,unextracted,1,HA,6855-005,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,MAMMALIA,,unextracted,1,HA,6887-017,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAR,,unextracted,1,HA,6887-006,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,6887-001,,1,HA,6887-056,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,6887-001,,1,HA,6887-050,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,6887-001,,1,HA,6887-001,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAR,,Xspecies,1,HA,6887-005,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,,unextracted,1,HA,6887-002,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAR,,unextracted,1,HA,6887-018,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAR,6887-016,,1,HA,6887-016,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,,unextracted,1,HA,6887-058,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,,unextracted,1,HA,6887-057,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,,unextracted,1,HA,6887-055,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,,unextracted,1,HA,6887-015,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,23_2,23_2,SAMPLE STATION,23,Ground access,HR-BA-BS,500260,6073431,10,,14,0000,2000-06-27,J.  Paczkowski,M-URAM,,unextracted,1,HA,6887-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,23_3,23_3,SAMPLE STATION,23,Ground access,HR-BA-BS,498808,6076660,10,,15,0000,2000-07-12,D.  Stanley,MAMMALIA,,unextracted,1,HA,6916-003,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,23_3,23_3,SAMPLE STATION,23,Ground access,HR-BA-BS,498808,6076660,10,,15,0000,2000-07-12,D.  Stanley,MAMMALIA,,Xspecies,1,HA,6916-052,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,23_3,23_3,SAMPLE STATION,23,Ground access,HR-BA-BS,498808,6076660,10,,15,0000,2000-07-12,D.  Stanley,MAMMALIA,,unextracted,1,HA,6916-002,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,23_3,23_3,SAMPLE STATION,23,Ground access,HR-BA-BS,498808,6076660,10,,15,0000,2000-07-12,D.  Stanley,M-URAM,6916-001,,1,HA,6916-001,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,23_3,23_3,SAMPLE STATION,23,Ground access,HR-BA-BS,498808,6076660,10,,15,0000,2000-07-12,D.  Stanley,MAMMALIA,,unextracted,1,HA,6916-051,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,23_3,23_3,SAMPLE STATION,23,Ground access,HR-BA-BS,498808,6076660,10,,15,0000,2000-07-12,D.  Stanley,MAMMALIA,,unextracted,1,HA,6916-050,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,23_4,23_4,SAMPLE STATION,23,Helicopter access,HR-BA-BS,496797,6078545,10,,15,0000,2000-07-29,D.  Fear,M-URAM,,unextracted,1,HA,6638-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,23_4,23_4,SAMPLE STATION,23,Helicopter access,HR-BA-BS,496797,6078545,10,,15,0000,2000-07-29,D.  Fear,M-URAM,6638-002,,1,HA,6638-002,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,23_4,23_4,SAMPLE STATION,23,Helicopter access,HR-BA-BS,496797,6078545,10,,15,0000,2000-07-29,D.  Fear,M-URAM,,unextracted,1,HA,6638-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-011,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-013,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-028,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-030,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-032,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,6857-012,,1,HA,6857-012,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,24_1,24_1,SAMPLE STATION,24,Ground access,HR-BA-BS,506861,6075652,10,,13,0000,2000-06-13,D.  Fear,M-URAM,,unextracted,1,HA,6857-034,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-053,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,6884-060,,1,HA,6884-064,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,6884-006,,1,HA,6884-006,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-020,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,Xmixed,1,HA,6884-063,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-021,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,6884-015,,1,HA,6884-015,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-016,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-052,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-061,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-070,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,24_2,24_2,SAMPLE STATION,24,Ground access,HR-BA-BS,508063,6077756,10,,13,0000,2000-06-26,J.  Paczkowski,M-URAM,,unextracted,1,HA,6884-022,,VI
