SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s18_1_U,s18_1_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,590730,5922702,10,,15,0000,2001-08-17,M.  Wolowicz,M-URAR,,unextracted,1,HA,18-1-C2,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s18_1_U,s18_1_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,590730,5922702,10,,15,0000,2001-08-17,M.  Wolowicz,M-URAR,18-1-B10,sample,1,HA,18-1-D30,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s18_1_U,s18_1_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,590730,5922702,10,,15,0000,2001-08-17,M.  Wolowicz,M-URAR,,unextracted,1,HA,18-1-D31,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s18_1_U,s18_1_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,590730,5922702,10,,15,0000,2001-08-17,M.  Wolowicz,M-URAR,18-1-E40,sample,1,HA,18-1-E40,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s18_1_U,s18_1_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,590730,5922702,10,,15,0000,2001-08-17,M.  Wolowicz,M-URAR,,Xbomb,1,HA,18-1-A2,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s18_2_U,s18_2_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,590988,5926832,10,,14,0000,2001-08-31,M.  Wolowicz,M-URAM,,xspecies,1,HA,18-2-A1,,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s18_3_U,s18_3_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,589600,5924797,10,,15,0000,2001-09-15,M.  Wolowicz,M-URAM,,unextracted,1,HA,18-3-D30,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s18_3_U,s18_3_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,589600,5924797,10,,15,0000,2001-09-15,M.  Wolowicz,M-URAM,,unextracted,1,HA,18-3-C20,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s18_3_U,s18_3_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,589600,5924797,10,,15,0000,2001-09-15,M.  Wolowicz,M-URAM,,unextracted,1,HA,18-3-B11,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s18_3_U,s18_3_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,589600,5924797,10,,15,0000,2001-09-15,M.  Wolowicz,M-URAM,,unextracted,1,HA,18-3-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s18_3_U,s18_3_U,SAMPLE STATION,18,Helicopter access,HR-BA-BS,589600,5924797,10,,15,0000,2001-09-15,M.  Wolowicz,M-URAM,,xspecies,1,HA,18-3-A1,,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s19_1_U,s19_1_U,SAMPLE STATION,19,Helicopter access,HR-BA-BS,577140,5926450,10,Did not remove site.,14,0000,2001-08-17,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s19_1_U,s19_1_U,SAMPLE STATION,19,Helicopter access,HR-BA-BS,577140,5926450,10,,14,0000,2001-08-31,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s19_2B_U,s19_2B_U,SAMPLE STATION,19,Ground access,HR-BA-BS,570821,5926644,10,,13,0000,2001-09-02,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s19_3A_U,s19_3A_U,SAMPLE STATION,19,Ground access,HR-BA-BS,571866,5925246,10,,18,0000,2001-09-20,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s19_3B_U,s19_3B_U,SAMPLE STATION,19,Helicopter access,HR-BA-BS,575254,5925286,10,,15,0000,2001-09-15,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-A3,sample,1,HA,02-1A-A3,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,Xmixed,1,HA,02-1A-H70,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,Xbomb,1,HA,02-1A-G60,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-D30,sample,1,HA,02-1A-F53,M,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-D30,sample,1,HA,02-1A-F52,M,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,Xmixed,1,HA,02-1A-F51,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-A3,sample,1,HA,02-1A-F50,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-C20,sample,1,HA,02-1A-E46,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-E43,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-A1,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-D30,sample,1,HA,02-1A-D30,M,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-E41,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-B12,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-A3,sample,1,HA,02-1A-B13,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-C20,sample,1,HA,02-1A-I81,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-E40,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-B14,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-A3,sample,1,HA,02-1A-B16,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-C20,sample,1,HA,02-1A-C20,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-A3,sample,1,HA,02-1A-E42,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-I80,sample,1,HA,02-1A-I80,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-J90,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,02-1A-A3,sample,1,HA,02-1A-J92,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-J93,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1A_U,s2_1A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,594294,5945551,10,,14,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,02-1A-H71,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-A5,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-C20,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-B14,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,xspecies,1,HA,02-1B-B12,,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-A7,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-A4,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-A3,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-A1,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s2_1B_U,s2_1B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,599107,5948972,10,,15,0000,2001-08-19,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-1B-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,Did not remove site.,14,0000,2001-08-30,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-B12,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-A1,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-B11,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-D32,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAR,02-1A-C20,sample,1,HA,02-3A-C20,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-D30,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,MAMMALIA,,unextracted,1,HA,02-3A-E40,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-F50,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-3A-F51,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_2A_U,s2_2A_U,SAMPLE STATION,2,Helicopter access,HR-BA-BS,596711,5945959,10,,17,0000,2001-09-16,M.  Wolowicz,M-URAM,,xspecies,1,HA,02-3A-B10,,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s2_2B_U,s2_2B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,601329,5946782,10,,14,0000,2001-09-02,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-2B-A1,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s2_2B_U,s2_2B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,601329,5946782,10,,14,0000,2001-09-02,M.  Wolowicz,M-URAM,,unextracted,1,HA,02-2B-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s2_3B_U,s2_3B_U,SAMPLE STATION,2,Ground access,HR-BA-BS,595397,5951189,10,,19,0000,2001-09-21,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s20_1_U,s20_1_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,618904,5922861,10,,13,0000,2001-08-16,M.  Wolowicz,M-URAR,20-1-B10,sample,1,HA,20-1-E40,M,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s20_1_U,s20_1_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,618904,5922861,10,,13,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,20-1-C20,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s20_1_U,s20_1_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,618904,5922861,10,,13,0000,2001-08-16,M.  Wolowicz,M-URAR,20-1-B10,sample,1,HA,20-1-B10,M,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s20_1_U,s20_1_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,618904,5922861,10,,13,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,20-1-A1,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s20_1_U,s20_1_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,618904,5922861,10,,13,0000,2001-08-16,M.  Wolowicz,M-URAR,,unextracted,1,HA,20-1-E41,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s20_1_U,s20_1_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,618904,5922861,10,,13,0000,2001-08-16,M.  Wolowicz,MAMMALIA,,unextracted,1,HA,20-1-D30,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-30,Upland Session 2,,s20_2_U,s20_2_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,616655,5923496,10,Did not remove site.,14,0000,2001-08-30,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-15,Upland Session 3,,s20_2_U,s20_2_U,SAMPLE STATION,20,Helicopter access,HR-BA-BS,616655,5923496,10,,16,0000,2001-09-15,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-13,River Session 1,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,13,0000,2001-08-18,M.  Wolowicz,M-URAR,21-1R-1-C22,sample,1,HA,21-1R-1-C22,F,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-13,River Session 1,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,13,0000,2001-08-18,M.  Wolowicz,M-URAM,,xspecies,1,HA,21-1R-1-A1,,DNA
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-13,River Session 1,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,13,0000,2001-08-18,M.  Wolowicz,M-URAR,,unextracted,1,HA,21-1R-1-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-13,River Session 1,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,13,0000,2001-08-18,M.  Wolowicz,MAMMALIA,,unextracted,1,HA,21-1R-1-C20,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-13,River Session 1,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,13,0000,2001-08-18,M.  Wolowicz,M-URAR,,unextracted,1,HA,21-1R-1-D30,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-27,River Session 3,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,14,0000,2001-09-01,M.  Wolowicz,M-URAM,,unextracted,1,HA,21-1R-3-A1,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-27,River Session 3,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,14,0000,2001-09-01,M.  Wolowicz,M-URAM,,unextracted,1,HA,21-1R-3-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-03,River Session 4,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,3,0000,2001-09-04,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-09-12,River Session 5,,s21_1_R,s21_1_R,SAMPLE STATION,21,Ground access,HR-BA-BS,603606,5919047,10,,17,0000,2001-09-21,M.  Wolowicz,NULL,,,0,,,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s21_1_U,s21_1_U,SAMPLE STATION,21,Ground access,HR-BA-BS,599099,5921360,10,,13,0000,2001-08-18,M.  Wolowicz,M-URAM,,unextracted,1,HA,21-1-C20,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s21_1_U,s21_1_U,SAMPLE STATION,21,Ground access,HR-BA-BS,599099,5921360,10,,13,0000,2001-08-18,M.  Wolowicz,MAMMALIA,,Xbomb,1,HA,21-1-A1,,
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s21_1_U,s21_1_U,SAMPLE STATION,21,Ground access,HR-BA-BS,599099,5921360,10,,13,0000,2001-08-18,M.  Wolowicz,M-URAM,,unextracted,1,HA,21-1-B10,,VI
2001 - Grizzly Bear - DNA-based Inventory - Lower Bowron River,Lower Bowron River,2001-08-16,Upland Session 1,,s21_1_U,s21_1_U,SAMPLE STATION,21,Ground access,HR-BA-BS,599099,5921360,10,,13,0000,2001-08-18,M.  Wolowicz,MAMMALIA,,Xbomb,1,HA,21-1-A3,,
