SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Sex,Species ID Method
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3113,A,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3114,A,4,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3008,D,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xinadequate,1,HA,N,W,3009,A,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xinadequate,1,HA,N,W,3010,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xspecies,1,HA,N,W,3033,B,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3034,sample,1,HA,N,W,3034,C,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3034,sample,1,HA,N,W,3035,D,3,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,22,0000,2005-10-19,Doug  Heard,M-URAM,3083,sample,1,HA,N,W,3083,D,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,22,0000,2005-10-19,Doug  Heard,M-URAM,3083,sample,1,HA,N,W,3086,B,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,22,0000,2005-10-19,Doug  Heard,M-URAM,,Xbomb,1,HA,N,W,3087,C,1,,VI
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s021,s021,SAMPLE STATION,Road Access; 30 m up steep slope from Mt. Creek Road (off Wasi Road),HR-BA-BS,384878,6217176,10,,22,0000,2005-10-19,Doug  Heard,M-URAM,3083,sample,1,HA,N,W,3093,A,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s010,s010,SAMPLE STATION,"Road Access; off main road south of camp, lots of water bars (drive slowly!), site is on edge of cutblock, 100 m up steep hill",HR-BA-BS,405883,6217661,10,,12,0000,2005-09-26,Doug  Heard,M-URAR,2572,sample,1,HA,N,W,2573,C,1,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s010,s010,SAMPLE STATION,"Road Access; off main road south of camp, lots of water bars (drive slowly!), site is on edge of cutblock, 100 m up steep hill",HR-BA-BS,405883,6217661,10,,12,0000,2005-09-26,Doug  Heard,M-URAR,2572,sample,1,HA,N,W,3016,B,2,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s010,s010,SAMPLE STATION,"Road Access; off main road south of camp, lots of water bars (drive slowly!), site is on edge of cutblock, 100 m up steep hill",HR-BA-BS,405883,6217661,10,,12,0000,2005-09-26,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3021,B,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s010,s010,SAMPLE STATION,"Road Access; off main road south of camp, lots of water bars (drive slowly!), site is on edge of cutblock, 100 m up steep hill",HR-BA-BS,405883,6217661,10,,23,0000,2005-10-19,Doug  Heard,MAMMALIA,,Xspecies; grass leaves,1,HA,N,P,3079,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s011,s011,SAMPLE STATION,"Road Access; North side of Mesilinka at bridge, go east 50 m to end of gravel bar",HR-BA-BS,356700,6245321,10,,12,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xbomb,1,HA,N,U,3036,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s015,s015,SAMPLE STATION,"Road Access; site 40 m upslope in cutblock on good road south of Wasi Main, northeast of Wasi Lake",HR-BA-BS,373835,6218588,10,,22,0000,2005-10-19,Doug  Heard,M-URAR,3092,sample,1,HA,N,W,3092,D,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s015,s015,SAMPLE STATION,"Road Access; site 40 m upslope in cutblock on good road south of Wasi Main, northeast of Wasi Lake",HR-BA-BS,373835,6218588,10,,22,0000,2005-10-19,Doug  Heard,MAMMALIA,,Xbomb,1,HA,N,W,3095,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s016,s016,SAMPLE STATION,"Road Access; east side of Manson dump, about 50 m in",HR-BA-BS,404836,6175115,10,,2,0000,2005-09-19,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s016,s016,SAMPLE STATION,"Road Access; east side of Manson dump, about 50 m in",HR-BA-BS,404836,6175115,10,,9,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s016,s016,SAMPLE STATION,"Road Access; east side of Manson dump, about 50 m in",HR-BA-BS,404836,6175115,10,,20,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s017A,s017A,SAMPLE STATION,"Boat Access; 2nd channel of Germansen River, downstream of Landing, just past the first big sand bar. One trail set 50 m up on L bank, one below 2 dead trees across river another 50 m upstream.",HR-BA-TR,393272,6183533,10,Nights trapped for these incidental samples that were collected the day the trail sets were established is based off an arbitrary set date of 2005-09-03.,14,0000,2005-09-17,Doug  Heard,MAMMALIA,,Xspecies; envelope says 'wolf - do not run',1,HA,Y,T,2338,A,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017A,s017A,SAMPLE STATION,"Boat Access; 2nd channel of Germansen River, downstream of Landing, just past the first big sand bar. One trail set 50 m up on L bank, one below 2 dead trees across river another 50 m upstream.",HR-BA-TR,393272,6183533,10,,31,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3109,D,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017A,s017A,SAMPLE STATION,"Boat Access; 2nd channel of Germansen River, downstream of Landing, just past the first big sand bar. One trail set 50 m up on L bank, one below 2 dead trees across river another 50 m upstream.",HR-BA-TR,393272,6183533,10,,31,0000,2005-10-18,Doug  Heard,MAMMALIA,,Xbomb; prob. not bear; didn't extract banded guard hairs,1,HA,N,W,3110,D,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017A,s017A,SAMPLE STATION,"Boat Access; 2nd channel of Germansen River, downstream of Landing, just past the first big sand bar. One trail set 50 m up on L bank, one below 2 dead trees across river another 50 m upstream.",HR-BA-TR,393272,6183533,10,,31,0000,2005-10-18,Doug  Heard,M-URAR,3116,sample,1,HA,N,W,3119,C,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017A,s017A,SAMPLE STATION,"Boat Access; 2nd channel of Germansen River, downstream of Landing, just past the first big sand bar. One trail set 50 m up on L bank, one below 2 dead trees across river another 50 m upstream.",HR-BA-TR,393272,6183533,10,,31,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3120,E,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017A,s017A,SAMPLE STATION,"Boat Access; 2nd channel of Germansen River, downstream of Landing, just past the first big sand bar. One trail set 50 m up on L bank, one below 2 dead trees across river another 50 m upstream.",HR-BA-TR,393272,6183533,10,,31,0000,2005-10-18,Doug  Heard,MAMMALIA,,Xspecies; envelope says 'wolf',1,HA,N,W,3135,B,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,11,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,3006,sample,1,HA,N,W,3006,M,1,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,Xbomb,1,HA,N,W,3037,A,11,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,"Xbomb; fine, pale - prob. not bear",1,HA,N,W,3038,A,13,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3056,A,12,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3059,A,10,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,2341,sample,1,HA,N,W,3100,O,1,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3101,P,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,Xbomb; short hair with pale tip - prob. not bear,1,HA,N,W,3102,Q,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAM,3103,sample,1,HA,N,W,3103,A,17,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,3006,sample,1,HA,N,W,3115,A,5,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,3116,sample,1,HA,N,W,3116,A,7,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3117,A,8,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3118,A,9,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,2341,sample,1,HA,N,W,3133,N,1,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,M-URAM,,Xbomb,1,HA,N,W,3136,P,2,,VI
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s017B,s017B,SAMPLE STATION,Boat Access; middle bar in Germansen main channel at Omineca River,HR-BA-BS,393272,6183533,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3139,A,3,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s018,s018,SAMPLE STATION,"Road Access; at 7 km on Osilinka Road put on waders to cross Osilinka River to gravel bar in mid-stream, site is among the woody debris",HR-BA-BS,399604,6216121,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xinadequate,1,HA,N,W,3121,B,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s018,s018,SAMPLE STATION,"Road Access; at 7 km on Osilinka Road put on waders to cross Osilinka River to gravel bar in mid-stream, site is among the woody debris",HR-BA-BS,399604,6216121,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xbomb,1,HA,N,W,3122,C,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s018,s018,SAMPLE STATION,"Road Access; at 7 km on Osilinka Road put on waders to cross Osilinka River to gravel bar in mid-stream, site is among the woody debris",HR-BA-BS,399604,6216121,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xbomb,1,HA,N,W,3123,D,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s018,s018,SAMPLE STATION,"Road Access; at 7 km on Osilinka Road put on waders to cross Osilinka River to gravel bar in mid-stream, site is among the woody debris",HR-BA-BS,399604,6216121,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xinadequate,1,HA,N,W,3130,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s018,s018,SAMPLE STATION,"Road Access; at 7 km on Osilinka Road put on waders to cross Osilinka River to gravel bar in mid-stream, site is among the woody debris",HR-BA-BS,399604,6216121,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xinadequate,1,HA,N,W,3131,A,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s018,s018,SAMPLE STATION,"Road Access; at 7 km on Osilinka Road put on waders to cross Osilinka River to gravel bar in mid-stream, site is among the woody debris",HR-BA-BS,399604,6216121,10,,21,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3011,sample,1,HA,N,L,3011,B,1,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,U,3024,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3011,sample,1,HA,N,U,3025,A,2,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,U,3026,A,3,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3011,sample,1,HA,N,U,3027,C,1,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,Xbomb,1,HA,N,U,3028,C,3,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,L,3029,D,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,L,3030,D,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3011,sample,1,HA,N,L,3031,D,3,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,9,0000,2005-09-27,Doug  Heard,M-URAR,3011,sample,1,HA,N,L,3032,D,4,F,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s019,s019,SAMPLE STATION,"Road Access; follow old road off Osilinka Main to creek, walk down creek until you hear the river, then go upstream, site is 10 m up river bank in open cottonwoods",HR-BA-BS,395358,6217463,10,,21,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s020,s020,SAMPLE STATION,"Road Access; turn onto Dead Bear Creek at 24 km (one big creek to drive through), site is upslope in cutblock 100 m from truck",HR-BA-BS,383457,6227574,10,,10,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s020,s020,SAMPLE STATION,"Road Access; turn onto Dead Bear Creek at 24 km (one big creek to drive through), site is upslope in cutblock 100 m from truck",HR-BA-BS,383457,6227574,10,,20,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s022,s022,SAMPLE STATION,"Road Access; south of Osilinka Road at Bridge 3, site on outside bend on top of pine knob",HR-BA-BS,358739,6211797,10,,9,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s022,s022,SAMPLE STATION,"Road Access; south of Osilinka Road at Bridge 3, site on outside bend on top of pine knob",HR-BA-BS,358739,6211797,10,,20,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s023,s023,SAMPLE STATION,"Road Access; 72-1 km Osilinka Road, site is in pine flat 10 m east of road",HR-BA-BS,363481,6204971,10,,9,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s023,s023,SAMPLE STATION,"Road Access; 72-1 km Osilinka Road, site is in pine flat 10 m east of road",HR-BA-BS,363481,6204971,10,,20,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s024,s024,SAMPLE STATION,"Road Access; 86 km Osilinka Road, site on north side of road",HR-BA-BS,362863,6193969,10,,9,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s024,s024,SAMPLE STATION,"Road Access; 86 km Osilinka Road, site on north side of road",HR-BA-BS,362863,6193969,10,,20,0000,2005-10-18,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s025,s025,SAMPLE STATION,"Road Access; park on west side of bridge, walk up bank on river R, cross small channel to island, site is opposite a log jam on edge of river",HR-BA-BS,368514,6186231,10,,9,0000,2005-09-28,Doug  Heard,NULL,,,0,,,,,,,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s025,s025,SAMPLE STATION,"Road Access; park on west side of bridge, walk up bank on river R, cross small channel to island, site is opposite a log jam on edge of river",HR-BA-BS,368514,6186231,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,unextracted,1,HA,N,W,3005,M,2,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s025,s025,SAMPLE STATION,"Road Access; park on west side of bridge, walk up bank on river R, cross small channel to island, site is opposite a log jam on edge of river",HR-BA-BS,368514,6186231,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,3060,sample,1,HA,N,W,3060,B,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s025,s025,SAMPLE STATION,"Road Access; park on west side of bridge, walk up bank on river R, cross small channel to island, site is opposite a log jam on edge of river",HR-BA-BS,368514,6186231,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,3060,sample,1,HA,N,W,3111,C,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s025,s025,SAMPLE STATION,"Road Access; park on west side of bridge, walk up bank on river R, cross small channel to island, site is opposite a log jam on edge of river",HR-BA-BS,368514,6186231,10,,20,0000,2005-10-18,Doug  Heard,MAMMALIA,,Xinadequate,1,HA,N,W,3137,A,1,,
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-10-17,Session 2,s025,s025,SAMPLE STATION,"Road Access; park on west side of bridge, walk up bank on river R, cross small channel to island, site is opposite a log jam on edge of river",HR-BA-BS,368514,6186231,10,,20,0000,2005-10-18,Doug  Heard,M-URAR,3060,sample,1,HA,N,W,3138,M,1,M,DNA
2005 - Grizzly Bear - DNA-based Inventory - Osilinka River,Osilinka River,2005-09-17,Session 1,s026,s026,SAMPLE STATION,Opportunistic site in Dead Bear Creek. Kill location of a hunter-killed grizzly.,HR-DC,371200,6245125,10,,0,0000,2005-09-01,Doug  Heard,M-URAR,2570,sample; Sample collected from hunter-killed grizzly,1,HA,Y,DC,2570,A,1,F,DNA
