SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Count,Sample Label,Species Guess,Sample Material,Sample Micro-location,Sample Group Label,Sample Is Incidental,Species,Species ID Method,Animal ID,Comments,Sex
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,117A,117A,SAMPLE STATION,117,Set and checked by helicopter,HR-BA-BS,706799,5434552,11,"bait pile disturbed a bit; bear ate paper sign, left plastic",14,0000,2007-06-14,A.  Lorincz,1,15109-14x,M-URAR,HA,W,x,N,M-URAR,DNA,10739-c,sample; Animal ID in 2007 was 15109-14x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,117A,117A,SAMPLE STATION,117,Set and checked by helicopter,HR-BA-BS,706799,5434552,11,"bait pile disturbed a bit; bear ate paper sign, left plastic",14,0000,2007-06-14,A.  Lorincz,1,15109-15s,M-URAR,HA,P,s,N,M-URAR,DNA,15306-2x,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,117A,117A,SAMPLE STATION,117,Set and checked by helicopter,HR-BA-BS,706799,5434552,11,"bait pile disturbed a bit; bear ate paper sign, left plastic",14,0000,2007-06-14,A.  Lorincz,1,15109-16s,M-URAR,HA,P,s,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-1a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-2a,M-URAR,HA,W,a,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-3x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-4b,M-URAR,HA,W,b,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-5b,M-URAR,HA,W,b,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-6b,M-URAR,HA,W,b,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-7c,M-URAR,HA,W,c,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-8c,M-URAR,HA,W,c,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-9c,M-URAR,HA,W,c,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-10c,M-URAR,HA,W,c,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-11d,M-URAR,HA,W,d,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-12d,M-URAR,HA,W,d,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-13v,M-URAR,HA,G,v,N,M-URAM,DNA,,Xblack; under 11d,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-14x,,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-12,FH2007 Session 1,,118A,118A,SAMPLE STATION,118,Set and checked by helicopter,HR-BA-BS,710759,5436661,11,bait pile disturbed; scat piles inside and outside wire,15,0000,2007-06-14,A.  Lorincz,1,15108-15s,M-URAR,HA,P,s,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,1B,1B,SAMPLE STATION,1,Set and checked by quad,HR-BA-BS,652536,5504094,11,,13,0000,2007-06-28,J.  Minifie,1,14796-1x,M-URAR,HA,W,x,N,MAMMALIA,,,Xbomb;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,1B,1B,SAMPLE STATION,1,Set and checked by quad,HR-BA-BS,652536,5504094,11,,13,0000,2007-06-28,J.  Minifie,1,14796-2v,M-URAR,HA,G,v,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,1B,1B,SAMPLE STATION,1,Set and checked by quad,HR-BA-BS,652536,5504094,11,,13,0000,2007-06-28,J.  Minifie,1,14796-3x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-1a,M-URAR,HA,W,a,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-2a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-3v,M-URAR,HA,G,v,N,M-URAM,DNA,,Xblack; under 2a,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-4v,M-URAR,HA,G,v,N,M-URAM,DNA,,Xblack; near 3v,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-5b,M-URAR,HA,W,b,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-6b,M-URAR,HA,W,b,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-7c,M-URAR,HA,W,c,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-8c,M-URAR,HA,W,c,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-9x,M-URAR,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-10x,M-URAR,HA,W,x,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-11x,M-URAR,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-12x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-13x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-14v,M-URAR,HA,G,v,N,MAMMALIA,,,Xspecies; under 13x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,2B,2B,SAMPLE STATION,2,Set and checked by quad,HR-BA-BS,655726,5498250,11,,13,0000,2007-06-30,J.  Minifie,1,14801-15s,M-URAR,HA,P,s,N,M-URAR,DNA,10916a,sample; Animal ID in 2007 was 15227-11s,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-7r,,HA,R,r,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-1x,,HA,W,x,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-2x,,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-3x,,HA,W,x,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-4s,,HA,P,s,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-5s,,HA,P,s,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,3B,3B,SAMPLE STATION,3,Set and checked by quad,HR-BA-BS,659472,5496226,11,"cow disturbance, but bear hair would still be identifiable",13,0000,2007-06-30,J.  Minifie,1,14800-6r,,HA,R,r,N,MAMMALIA,,,Xspecies;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,7B,7B,SAMPLE STATION,7,Set and checked by quad,HR-BA-BS,646135,5492126,11,,13,0000,2007-06-29,J.  Minifie,0,,,,,,,NULL,,,,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,8B,8B,SAMPLE STATION,8,Set and checked by helicopter,HR-BA-BS,651479,5487376,11,bait pile disturbed,12,0000,2007-06-30,A.  Lorincz,1,15168-1x,M-URAR,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,8B,8B,SAMPLE STATION,8,Set and checked by helicopter,HR-BA-BS,651479,5487376,11,bait pile disturbed,12,0000,2007-06-30,A.  Lorincz,1,15168-2s,M-URAR,HA,P,s,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,8B,8B,SAMPLE STATION,8,Set and checked by helicopter,HR-BA-BS,651479,5487376,11,bait pile disturbed,12,0000,2007-06-30,A.  Lorincz,1,15168-3s,M-URAR,HA,P,s,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,9B,9B,SAMPLE STATION,9,Set and checked by quad,HR-BA-BS,659521,5492015,11,,13,0000,2007-06-30,J.  Minifie,0,,,,,,,NULL,,,,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-1x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-2a,M-URAR,HA,W,a,N,M-URAR,DNA,14795-2a,sample;,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-3a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-4b,M-URAR,HA,W,b,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-5b,M-URAR,HA,W,b,N,MAMMALIA,,,Xbomb;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-6v,M-URAR,HA,G,v,N,MAMMALIA,,,unextracted; under 5b,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-7v,,HA,G,v,N,M-URAR,DNA,14795-30r,sample; under 1x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-8c,M-URAR,HA,W,c,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-9c,M-URAR,HA,W,c,N,M-URAR,DNA,14795-30r,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-10d,M-URAR,HA,W,d,N,M-URAR,DNA,14795-2a,sample;,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-11d,M-URAR,HA,W,d,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-12v,M-URAR,HA,G,v,N,M-URAM,DNA,,Xblack; under 10d,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-13e,M-URAR,HA,W,e,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-14e,M-URAR,HA,W,e,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-15e,M-URAR,HA,W,e,N,M-URAR,DNA,4875,sample; Animal ID in 2007 was 15121-18t,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-16e,M-URAR,HA,W,e,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-17e,M-URAR,HA,W,e,N,M-URAR,DNA,14795-2a,sample;,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-18v,M-URAR,HA,G,v,N,MAMMALIA,,,unextracted; under 16e,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-19v,M-URAR,HA,G,v,N,URSUS,DNA,,Xmixed; under 20x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-20x,M-URAR,HA,W,x,N,M-URAR,DNA,14795-30r,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-21v,M-URAR,HA,G,v,N,MAMMALIA,,,Xbomb; under 20x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-22x,M-URAR,HA,W,x,N,M-URAR,DNA,14795-30r,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-23v,M-URAR,HA,G,v,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-24f,M-URAR,HA,W,f,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-25f,M-URAR,HA,W,f,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-26f,M-URAR,HA,W,f,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-27g,M-URAR,HA,W,g,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-28g,M-URAR,HA,W,g,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-29g,M-URAR,HA,W,g,N,MAMMALIA,,,Xbomb;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-30r,M-URAR,HA,R,r,N,M-URAR,DNA,14795-30r,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-31x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-32x,M-URAR,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-33s,M-URAR,HA,P,s,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,10B,10B,SAMPLE STATION,10,Set and checked by quad,HR-BA-BS,667048,5492830,11,,13,0000,2007-06-28,J.  Minifie,1,14795-34s,M-URAR,HA,P,s,N,M-URAR,DNA,14795-2a,sample;,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-06-26,FH2007 Session 2,,15B,15B,SAMPLE STATION,15,Set and checked by helicopter,HR-BA-BS,645114,5480566,11,bait pile disturbed a bit,16,0000,2007-07-02,A.  Lorincz,1,15184-1s,,HA,P,s,N,MAMMALIA,,,Xinadequate;,
