Project,Sample ID,HTorRT,Area,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HT_ID,NEW SITE ID,Site Name,Easting,Northing,Latitude,Longitude ,YR,MO,DY,Date,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex,Note or Genetic Ancestry ,,,
,Ht U birkenhead-290711-11,HT,Upper Birkinghead,SC,Hope,Hope F139,Hope,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,7,29,29-07-2011,3,,9,16,F139,2,64038-c1,F,,,,
,Ht U birkenhead-290711-6d,HT,Upper Birkinghead,SC,Walnut,Walnut F382,Walnut,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,7,29,29-07-2011,3,,9,16,F382,1,Ht U birkenhead-170811-2,F,,,,
,Ht U birkenhead-170811-4,HT,Upper Birkinghead,SC,62038-g1,M123,M123,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,8,17,17-08-2011,4,,9,16,M123,1,62038-g1,M,,,,
,Ht U birkenhead-170811-6,HT,Upper Birkinghead,SC,DNA18-1B, Wallnut sister F323,Bubbles,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,8,17,17-08-2011,4,,9,16,F323,1,DNA18-1B,F,,,,
,Ht U birkenhead-170811-1,HT,Upper Birkinghead,SC,Walnut,Walnut F382,Walnut,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,8,17,17-08-2011,4,,9,16,F382,1,Ht U birkenhead-170811-2,F,,,,
,Ht U birkenhead-170811-2,HT,Upper Birkinghead,SC,Walnut,Walnut F382,Walnut,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,8,17,17-08-2011,4,,9,16,F382,2,Ht U birkenhead-170811-2,F,,,,
,Ht U birkenhead-170811-2,HT,Upper Birkinghead,SC,Walnut,Walnut F382,Walnut,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,8,17,17-08-2011,4,,9,16,F382,3,Ht U birkenhead-170811-2,F,,,,
,Ht U birkenhead-170811-4,HT,Upper Birkinghead,SC,Walnut,Walnut F382,Walnut,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,8,17,17-08-2011,4,,9,16,F382,4,Ht U birkenhead-170811-2,F,,,,
,Ht Ubirkenhead160911-1,HT,Upper Birkinghead,SC,62038-g1,M123,M123,60,HT Birkenhead Bridge Heli,HT Birkenhead Bridge Heli,509662,5601863,50.568607,-122.863566,2011,9,16,16-09-2011,5,,9,17,M123,1,62038-g1,M,,,,
,,HT,Blowdown,SN,,,NONE,,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2011,7,2,2-07-2011,2,,,,,,,,,,,
,HT Blowdown-260711-5c,HT,Blowdown,SN,Scud,Scud M72,Scud,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2011,7,26,26-07-2011,3,,11,9,M72,1,54023a1,M,,,,
,,HT,Blowdown,SN,,,NONE,,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2011,8,24,24-08-2011,4,,,,,,,,,,,
,HT Blowdown190911-1B,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2011,9,19,19-09-2011,5,,10,4,F319,1,LC7-00-Plots-k1,F,,,,
,HT Blowdown190911-3,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2011,9,19,19-09-2011,5,,10,4,F319,2,LC7-00-Plots-k1,F,,,,
,,HT,Boulder,SN,,,NONE,,Ht Boulder W,Ht Boulder W,568679,5594200,50.495744,-122.031692,2011,7,2,2-07-2011,2,,,,,,,,,,,
,,HT,Boulder,SN,,,NONE,,Ht Boulder W,Ht Boulder W,568679,5594200,50.495744,-122.031692,2011,7,26,26-07-2011,3,,,,,,,,,,,
,Ht Boulder -240811-2,HT,Boulder,SN,Georgia,Georgia F60,Georgia,35,Ht Boulder W,Ht Boulder W,568679,5594200,50.495744,-122.031692,2011,8,24,24-08-2011,4,,10,9,F60,1,54010c1,F,,,,
,,HT,Boulder,SN,,,NONE,,Ht Boulder W,Ht Boulder W,568679,5594200,50.495744,-122.031692,2011,9,19,19-09-2011,5,,,,,,,,,,,
,,HT,Downton,SN,,,NONE,,Ht Downton,Ht Downton,553483,5600406,50.553136,-122.245028,2011,7,4,4-07-2011,2,,,,,,,,,,,
,,HT,Downton,SN,,,NONE,,Ht Downton,Ht Downton,553483,5600406,50.553136,-122.245028,2011,7,26,26-07-2011,3,,,,,,,,,,,
,,HT,Downton,SN,,,NONE,,Ht Downton,Ht Downton,553483,5600406,50.553136,-122.245028,2011,8,20,20-08-2011,4,,,,,,,,,,,
,HT Duf L 1-030611-1,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,11,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2011,6,3,3-06-2011,0,,11,9,M69,1,5SNRB8,M,,,,
,Ht Duf L 2-170611-2b,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,10,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2011,6,17,17-06-2011,1,,11,9,M69,1,5SNRB8,M,,,,
,Ht Duf L 2-170611-4a,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2011,6,17,17-06-2011,1,,11,9,M239,1,NAH7-02-31-c1,M,,,,
,,HT,Duffey Lake,SN,,,NONE,,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2011,8,3,3-08-2011,3,,,,,,,,,,,
,,HT,Duffey Lake,SN,,,NONE,,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2011,8,26,26-08-2011,4,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Haylmore 2010,HT Haylmore 2010,542785,5589416,50.455190,-122.397296,2011,7,11,11-07-2011,2,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Haylmore 2010,HT Haylmore 2010,542785,5589416,50.455190,-122.397296,2011,8,7,7-08-2011,3,,,,,,,,,,,
,,HT,Duffey Lake,SN,,,NONE,,Ht Joff Hwy,Ht Joff Hwy,541392,5581435,50.3835,-122.4178,2011,6,17,17-06-2011,1,,,,,,,,,,,
,HT L Phelix-140611-3b,HT,L Phelix,SC,Rock ,Rock  M128,Rock ,116,HT L Phelix,HT L Phelix,524686,5601785,50.567464,-122.651426,2011,6,14,14-06-2011,1,,9,16,M128,1,63025-c1,M,,,,
,,HT,L Phelix,SC,,,NONE,,HT L Phelix,HT L Phelix,524686,5601785,50.567464,-122.651426,2011,7,7,7-07-2011,3,,,,,,,,,,,
,,HT,McGillvary,SC,,,NONE,,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,7,16,16-07-2011,2,,,,,,,,,,,
,,HT,McGillvary,SC,,,NONE,,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,4,4-08-2011,3,,,,,,,,,,,
,Ht Mcgill N-260811-1f,HT,McGillvary,SC,Ht Mcgill N-260811-1f, F389,F389,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,F389,1,Ht Mcgill N-260811-1f,F,,,,
,Ht Mcgill N-260811-4,HT,McGillvary,SC,Ht Mcgill N-260811-1f, F389,F389,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,F389,2,Ht Mcgill N-260811-1f,F,,,,
,Ht Mcgill N-260811-10,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,M383,1,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N-260811-1a,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,M383,2,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N-260811-1d,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,M383,3,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N-260811-7,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,M383,4,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N-260811-8,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,M383,5,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N-260811-3a,HT,McGillvary,SC,Peanut,Peanut M324,Peanut,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,M324,1,DNA19-1D,M,,,,
,Ht Mcgill N-260811-2a,HT,McGillvary,SC,Phelix,Phelix F134,Phelix,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,F134,1,64021-e1,F,,,,
,Ht Mcgill N-260811-5b,HT,McGillvary,SC,Phelix,Phelix F134,Phelix,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,F134,2,64021-e1,F,,,,
,Ht Mcgill N-260811-6,HT,McGillvary,SC,Phelix,Phelix F134,Phelix,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,8,26,26-08-2011,4,,9,16,F134,3,64021-e1,F,,,,
,,HT,McGillvary,SC,,,NONE,,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,9,28,28-09-2011,5,,,,,,,,,,,
,Ht Mcgill N131011-7,HT,McGillvary,SC,Ht Mcgill N-260811-1f, F389,F389,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,F389,1,Ht Mcgill N-260811-1f,F,,,,
,Ht Mcgill N131011-2,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,M383,1,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N131011-6,HT,McGillvary,SC,Ht Mcgill N-260811-1a, M383,M383,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,M383,2,Ht Mcgill N-260811-1a,M,,,,
,Ht Mcgill N131011-1B,HT,McGillvary,SC,Ht Mcgill N131011-3, M387,M387,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,M387,1,Ht Mcgill N131011-3,M,,,,
,Ht Mcgill N131011-3,HT,McGillvary,SC,Ht Mcgill N131011-3, M387,M387,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,M387,2,Ht Mcgill N131011-3,M,,,,
,Ht Mcgill N131011-5,HT,McGillvary,SC,Ht Mcgill N131011-3, M387,M387,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,M387,3,Ht Mcgill N131011-3,M,,,,
,Ht Mcgill N131011-4,HT,McGillvary,SC,Phelix,Phelix F134,Phelix,97,HT McGill N,HT McGill N,527427,5616141,50.696440,-122.611663,2011,10,13,13-10-2011,6,,9,17,F134,1,64021-e1,F,,,,
,HT McGill S-250711-8,HT,McGillvary,SC,61033-b1,F113,F113,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,7,25,25-07-2011,2,,9,16,F113,1,61033-b1,F,,,,
,HT McGill S-250711-4,HT,McGillvary,SC,HT McGill S-250711-9, F380,F380,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,7,25,25-07-2011,2,,9,16,F380,1,HT McGill S-250711-9,F,,,,
,HT McGill S-250711-9,HT,McGillvary,SC,HT McGill S-250711-9, F380,F380,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,7,25,25-07-2011,2,,9,16,F380,2,HT McGill S-250711-9,F,,,,
,HT McGill S-250711-5,HT,McGillvary,SC,Flip,Flip M379,Flip,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,7,25,25-07-2011,2,,9,16,M379,1,HT McGill S-250711-5,M,,,,
,HT McGill S-250711-3,HT,McGillvary,SC,Rock ,Rock  M128,Rock ,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,7,25,25-07-2011,2,,9,16,M128,1,63025-c1,M,,,,
,,HT,McGillvary,SC,,,NONE,,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,8,18,18-08-2011,4,,,,,,,,,,,
,Ht Mcgill S131011-1,HT,McGillvary,SC,Rock ,Rock  M128,Rock ,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,10,13,13-10-2011,6,,9,17,M128,1,63025-c1,M,,,,
,Ht Mcgill S131011-2,HT,McGillvary,SC,Rock ,Rock  M128,Rock ,83,Ht Mcgill S,Ht Mcgill S,531827,5610737,50.647622,-122.549828,2011,10,13,13-10-2011,6,,9,17,M128,2,63025-c1,M,,,,
,,HT,Molybdonite,SN,,,NONE,,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,7,1,1-07-2011,2,,,,,,,,,,,
,HT Molly-260711-2a,HT,Molybdonite,SN,Dallas,Dallas F381,Dallas,42,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,7,26,26-07-2011,3,,11,9,F381,1,HT Molly-260711-2a,F,,,,
,HT Molly-260711-5,HT,Molybdonite,SN,Jewel,Jewel F321,Jewel,42,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,7,26,26-07-2011,3,,11,9,F321,1,may2,F,,,,
,HT Molly-260711-3a,HT,Molybdonite,SN,Molly,Molly F73,Molly,42,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,7,26,26-07-2011,3,,11,9,F73,1,55018e1,F,,,,
,HT Molly-260711-4,HT,Molybdonite,SN,Molly,Molly F73,Molly,42,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,7,26,26-07-2011,3,,11,9,F73,2,55018e1,F,,,,
,HT Molly-260711-6,HT,Molybdonite,SN,Molly,Molly F73,Molly,42,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,7,26,26-07-2011,3,,11,9,F73,3,55018e1,F,,,,
,,HT,Molybdonite,SN,,,NONE,,HT Molly,HT Molly,572242,5596678,50.517597,-121.980986,2011,8,20,20-08-2011,4,,,,,,,,,,,
,,HT,Noel,SC,,,NONE,,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,7,15,15-07-2011,2,,,,,,,,,,,
,,HT,Noel,SC,,,NONE,,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,8,2,2-08-2011,3,,,,,,,,,,,
,Ht Noel-260811-2,HT,Noel,SC,Hazel,Hailey F386,Hazel_Hawthorne,109,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,8,26,26-08-2011,4,,9,17,F386,1,Ht Up Cadwal161011-1,F,,,,
,Ht Noel-260811-3,HT,Noel,SC,Hazel,Hailey F386,Hazel_Hawthorne,109,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,8,26,26-08-2011,4,,9,17,F386,2,Ht Up Cadwal161011-1,F,,,,
,HT Noel 2151011-1,HT,Noel,SC,HT Noel 2151011-1, F388,F388,109,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,10,15,15-10-2011,6,,3,7,F388,1,HT Noel 2151011-1,F,,,,
,HT Noel 2151011-4,HT,Noel,SC,HT Noel 2151011-1, F388,F388,109,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,10,15,15-10-2011,6,,3,7,F388,2,HT Noel 2151011-1,F,,,,
,HT Noel 2151011-2B,HT,Noel,SC,Hazel,Hailey F386,Hazel_Hawthorne,109,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,10,15,15-10-2011,6,,3,7,F386,1,Ht Up Cadwal161011-1,F,,,,
,HT Noel 2151011-3A,HT,Noel,SC,Hazel,Hailey F386,Hazel_Hawthorne,109,HT Noel Girls,HT Noel Girls,513683,5618322,50.716542,-122.806180,2011,10,15,15-10-2011,6,,3,7,F386,2,Ht Up Cadwal161011-1,F,,,,
,Ht Tenquil-290711-3,HT,Tenquille,SC,DNA18-1B, Wallnut sister F323,Bubbles,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,7,29,29-07-2011,3,,9,16,F323,1,DNA18-1B,F,,,,
,Ht Tenquil-290711-4,HT,Tenquille,SC,DNA18-1B, Wallnut sister F323,Bubbles,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,7,29,29-07-2011,3,,9,16,F323,2,DNA18-1B,F,,,,
,Ht Tenquil-290711-6,HT,Tenquille,SC,DNA18-1B, Wallnut sister F323,Bubbles,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,7,29,29-07-2011,3,,9,16,F323,3,DNA18-1B,F,,,,
,Ht Tenquil 1-170811-5,HT,Tenquille,SC,Walnut,Walnut F382,Walnut,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,8,17,17-08-2011,4,,9,16,F382,1,Ht U birkenhead-170811-2,F,,,,
,Ht Tenquil 160911-4,HT,Tenquille,SC,Hope,Hope F139,Hope,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,9,16,16-09-2011,5,,9,17,F139,1,64038-c1,F,,,,
,Ht Tenquil 160911-1,HT,Tenquille,SC,62038-g1,M123,M123,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,9,16,16-09-2011,5,,9,17,M123,1,62038-g1,M,,,,
,Ht Tenquil 160911-2,HT,Tenquille,SC,Walnut,Walnut F382,Walnut,49,Ht Tenquil 1,Ht Tenquil 1,509319,5598407,50.537532,-122.868496,2011,9,16,16-09-2011,5,,9,17,F382,1,Ht U birkenhead-170811-2,F,,,,
,HT Texas-010711-2,HT,Texas,SN,Scud,Scud M72,Scud,29,HT Texas 2011,HT Texas 2011,574220,5590211,50.459199,-121.954374,2011,7,1,1-07-2011,2,,11,9,M72,1,54023a1,M,,,,
,HT Texas-010711-3a,HT,Texas,SN,Scud,Scud M72,Scud,29,HT Texas 2011,HT Texas 2011,574220,5590211,50.459199,-121.954374,2011,7,1,1-07-2011,2,,11,9,M72,2,54023a1,M,,,,
,,HT,Texas,SN,,,NONE,,HT Texas 2011,HT Texas 2011,574220,5590211,50.459199,-121.954374,2011,7,26,26-07-2011,3,,,,,,,,,,,
,,HT,Texas,SN,,,NONE,,HT Texas 2011,HT Texas 2011,574220,5590211,50.459199,-121.954374,2011,8,20,20-08-2011,4,,,,,,,,,,,
,,HT,Hope,SC,,,NONE,,Ht U Hope,Ht U Hope,502492,5605892,50.604915,-122.964784,2011,7,14,14-07-2011,2,,,,,,,,,,,
,,HT,Hope,SC,,,NONE,,Ht U Hope,Ht U Hope,502492,5605892,50.604915,-122.964784,2011,8,3,3-08-2011,3,,,,,,,,,,,
,Ht U Hope061011-1,HT,Hope,SC,Huck,Huck M105,Huck,66,Ht U Hope,Ht U Hope,502492,5605892,50.604915,-122.964784,2011,10,6,6-10-2011,5,,9,17,M105,1,61021-b1,M,,,,
,Ht Up Cadwal-160711-2,HT,Cadwallider,SC,64014-a1,F132,F132,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,7,16,16-07-2011,2,,9,16,F132,1,64014-a1,F,,,,
,Ht Up Cadwal-030811-1a,HT,Cadwallider,SC,Peanut,Peanut M324,Peanut,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,8,3,3-08-2011,3,,9,16,M324,1,DNA19-1D,M,,,,
,Ht Up Cadwal-030811-2,HT,Cadwallider,SC,Peanut,Peanut M324,Peanut,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,8,3,3-08-2011,3,,9,16,M324,2,DNA19-1D,M,,,,
,Ht Up Cadwal280911-11b,HT,Cadwallider,SC,62013-d1,F117,F117,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F117,1,62013-d1,F,,,,
,Ht Up Cadwal280911-2,HT,Cadwallider,SC,62013-d1,F117,F117,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F117,2,62013-d1,F,,,,
,Ht Up Cadwal280911-5,HT,Cadwallider,SC,62013-d1,F117,F117,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F117,3,62013-d1,F,,,,
,Ht Up Cadwal280911-6,HT,Cadwallider,SC,62013-d1,F117,F117,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F117,4,62013-d1,F,,,,
,Ht Up Cadwal280911-9a,HT,Cadwallider,SC,Ht Up Cadwal280911-9a, F385,F385,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F385,1,Ht Up Cadwal280911-9a,F,,,,
,Ht Up Cadwal280911-1b,HT,Cadwallider,SC,Ht Mcgill N-260811-1f, F389,F389,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F389,1,Ht Mcgill N-260811-1f,F,,,,
,Ht Up Cadwal280911-7a,HT,Cadwallider,SC,Ht Mcgill N-260811-1f, F389,F389,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,9,28,28-09-2011,5,,9,17,F389,2,Ht Mcgill N-260811-1f,F,,,,
,Ht Up Cadwal161011-1,HT,Cadwallider,SC,Hazel,Hailey F386,Hazel_Hawthorne,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,10,16,16-10-2011,6,,3,7,F386,1,Ht Up Cadwal161011-1,F,,,,
,Ht Up Cadwal161011-2,HT,Cadwallider,SC,Phelix,Phelix F134,Phelix,88,Ht Up Cadwal,Ht Up Cadwal,525428,5614085,50.678045,-122.640105,2011,10,16,16-10-2011,6,,3,7,F134,1,64021-e1,F,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh1 2010,Ht Vanh1 2010,550158,5575633,50.330655,-122.295276,2011,7,2,2-07-2011,2,,,,,,,,,,,
,Ht Vanh 1-270711-2,HT,VanHorlick,SN,Scud,Scud M72,Scud,5,Ht Vanh1 2010,Ht Vanh1 2010,550158,5575633,50.330655,-122.295276,2011,7,27,27-07-2011,3,,11,9,M72,1,54023a1,M,,,,
,Ht Vanh 1-270711-3b,HT,VanHorlick,SN,Scud,Scud M72,Scud,5,Ht Vanh1 2010,Ht Vanh1 2010,550158,5575633,50.330655,-122.295276,2011,7,27,27-07-2011,3,,11,9,M72,2,54023a1,M,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh1 2010,Ht Vanh1 2010,550158,5575633,50.330655,-122.295276,2011,8,24,24-08-2011,4,,,,,,,,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh1 2010,Ht Vanh1 2010,550158,5575633,50.330655,-122.295276,2011,9,19,19-09-2011,5,,,,,,,,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh2 2010,Ht Vanh2 2010,551788,5573103,50.307762,-122.272724,2011,7,2,2-07-2011,2,,,,,,,,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh2 2010,Ht Vanh2 2010,551788,5573103,50.307762,-122.272724,2011,7,27,27-07-2011,3,,,,,,,,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh2 2010,Ht Vanh2 2010,551788,5573103,50.307762,-122.272724,2011,8,24,24-08-2011,4,,,,,,,,,,,
,,HT,VanHorlick,SN,,,NONE,,Ht Vanh2 2010,Ht Vanh2 2010,551788,5573103,50.307762,-122.272724,2011,9,19,19-09-2011,5,,,,,,,,,,,
,,HT,Gott,SN,,,NONE,,Ht Wgott 2010,Ht Wgott 2010,560163,5587708,50.438302,-122.152788,2011,7,1,1-07-2011,2,,,,,,,,,,,
,,HT,Gott,SN,,,NONE,,Ht Wgott 2010,Ht Wgott 2010,560163,5587708,50.438302,-122.152788,2011,7,26,26-07-2011,3,,,,,,,,,,,
,,HT,Gott,SN,,,NONE,,Ht Wgott 2010,Ht Wgott 2010,560163,5587708,50.438302,-122.152788,2011,8,24,24-08-2011,4,,,,,,,,,,,
,,RT,Hope,SC,,,NONE,,RT  U Hope ,RT  U Hope ,502883,5609292,50.635489,-122.959232,2011,7,14,14-07-2011,2,,,,,,,,,,,
,,RT,Hope,SC,,,NONE,,RT  U Hope ,RT  U Hope ,502883,5609292,50.635489,-122.959232,2011,8,3,3-08-2011,3,,,,,,,,,,,
,RT Hope061011-2,RT,Hope,SC,64019-c1,M133,M133,1024,RT  U Hope ,RT  U Hope ,502883,5609292,50.635489,-122.959232,2011,10,6,6-10-2011,5,,3,7,M133,1,64019-c1,M,,,,
,RT Hope061011-3,RT,Hope,SC,64019-c1,M133,M133,1024,RT  U Hope ,RT  U Hope ,502883,5609292,50.635489,-122.959232,2011,10,6,6-10-2011,5,,3,7,M133,2,64019-c1,M,,,,
,Rt Anderson 2-010811-1,RT,Anderson,SC,Jasmine,Jasmine F108,Jasmine,1044,RT Anderson,RT Anderson MM,546586,5616346,50.697067,-122.340377,2011,8,1,1-08-2011,0,,9,16,F108,1,61024-i1,F,,,,
,Rt Anderson 1-010811-6,RT,Anderson,SC,Burnadette,Burnadette F126,Burnadette,1035,RT Anderson,RT Anderson1,546899,5616612,50.699434,-122.335912,2011,8,1,1-08-2011,0,,9,16,F126,1,63024-a1,F,,,,
,Rt Anderson 1-010811-3,RT,Anderson,SC,Wanda,Wanda F237,Wanda,1035,RT Anderson,RT Anderson1,546899,5616612,50.699434,-122.335912,2011,8,1,1-08-2011,0,,9,16,F237,1,LC7-00-Plots-f1,F,,,,
,Rt Anderson 2-170811-2,RT,Anderson,SC,Rt Anderson 2-170811-2, F384,F384,1044,RT Anderson,RT Anderson MM,524695,5617656,50.710190,-122.650240,2011,8,17,17-08-2011,4,,9,17,F384,1,Rt Anderson 2-170811-2,F,,,,
