Sample ID,Class,Individual,Project,Site#,Site Name,Session,Field Sp.,,#G,#U,Left,Vis. Sp.,Comments,,# loci,G10J,G10B,G1D,G10H,G10M,Mu50,G10P,G1A,G10C,G10L,G10U,G10X,CXX20,CXX110,Mu59,Psib
1.09E+06,unextracted,,w9845a,48,Hidden Riparian,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10874f2,Xblack,,w9845a,48,Hidden Riparian,A,GB?,,4,20,A,u,dark and blonde hairs in envelope - didn’t extract dark,,1,201.201,,,,,,,,,,,,,,,
10874g2,unextracted,,w9845a,48,Hidden Riparian,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10874h2,unextracted,,w9845a,48,Hidden Riparian,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10874i3,unextracted,,w9845a,48,Hidden Riparian,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10874j3,Xblack,,w9845a,48,Hidden Riparian,A,GB?,,,10,C,u,,,1,201.201,,,,,,,,,,,,,,,
10874k3,unextracted,,w9845a,48,Hidden Riparian,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10874l,Xblack,,w9845a,48,Hidden Riparian,A,bb,,10,,A,u,could be bb.,,0,97.201,,,,,,,,,,,,,,,
10874m3,unextracted,,w9845a,48,Hidden Riparian,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10874n3,unextracted,,w9845a,48,Hidden Riparian,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10874o3,Xblack,,w9845a,48,Hidden Riparian,A,bb,,10,,A,u,,,1,201.201,,,,,,,,,,,,,,,
10874p3,unextracted,,w9845a,48,Hidden Riparian,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10874q3,Xblack,,w9845a,48,Hidden Riparian,A,GB?,,,12,C,u,,,1,201.201,,,,,,,,,,,,,,,
10874r,Xblack,,w9845a,48,Hidden Riparian,A,bb,,3,20,C,u,,,1,201.201,,,,,,,,,,,,,,,
10874s,Xblack,,w9845a,48,Hidden Riparian,A,bb,,,8,C,u,,,1,201.201,,,,,,,,,,,,,,,
10874t,Xblack,,w9845a,48,Hidden Riparian,A,bb,,1,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10874u4,Xblack,,w9845a,48,Hidden Riparian,A,bb,,10,,B,u,,,1,201.201,,,,,,,,,,,,,,,
10874v4,unextracted,,w9845a,48,Hidden Riparian,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10874w4,unextracted,,w9845a,48,Hidden Riparian,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10724a1,unextracted,,w9845a,48,Hidden Riparian,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10724b1,Xblack,,w9845a,48,Hidden Riparian,C,bb,,10,,A,u,blonde - prob. gb,,1,201.205,,,,,,,,,,,,,,,
10724c,Xinadequate,,w9845a,48,Hidden Riparian,C,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10779a,Xblack,,w9845a,48,Hidden Riparian,D,bb,,10,,B,u,,,0,95.97.05.203,,,,,,,,,,,,,,,
10779b,Xbomb,,w9845a,48,Hidden Riparian,D,unk,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10779c1,unextracted,,w9845a,48,Hidden Riparian,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10779d1,Xblack,,w9845a,48,Hidden Riparian,D,bb,,10,,B,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
1.08E+05,unextracted,,w9845a,48,Hidden Riparian,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10779f,Xblack,,w9845a,48,Hidden Riparian,D,bb,,1,,C,u,,,0,201.03.05,,,,,,,,,,,,,,,
10779g,Xinadequate,,w9845a,48,Hidden Riparian,D,unk,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10779h,Xblack,,w9845a,48,Hidden Riparian,D,bb,,1,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10951a,Xblack,,w9845a,28,Huckleberry Cr.,A,,,,25,A,u,prob. bb,,1,197.205,,,,,,,,,,,,,,,
10951b1,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951c1,Xblack,,w9845a,28,Huckleberry Cr.,A,,,10,,A,u,prob. bb,,1,187.201,,,,,,,,,,,,,,,
10951d,Xblack,,w9845a,28,Huckleberry Cr.,A,,,,10,C,u,,,1,195.203,,,,,,,,,,,,,,,
1.10E+06,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951f2,Xblack,,w9845a,28,Huckleberry Cr.,A,,,,25,A,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10951g2,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951h2,Xblack,,w9845a,28,Huckleberry Cr.,A,,,,25,B,u,prob. bb,,0,187.97.01,,,,,,,,,,,,,,,
10951ii2,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951j,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951k,Xblack,,w9845a,28,Huckleberry Cr.,A,,,10,,A,u,,,1,197.197,,,,,,,,,,,,,,,
10951l,Xblack,,w9845a,28,Huckleberry Cr.,A,,,10,,B,u,small roots,,1,201.203,,,,,,,,,,,,,,,
10951m,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951n,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951o3,Xblack,,w9845a,28,Huckleberry Cr.,A,,,,15,C,u,,,1,201.203,,,,,,,,,,,,,,,
10951p3,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951q,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951r4,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951s4,Xblack,,w9845a,28,Huckleberry Cr.,A,,,,15,C,u,,,1,187.201,,,,,,,,,,,,,,,
10951t5,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951u5,Xblack,,w9845a,28,Huckleberry Cr.,A,,,4,1,C,u,`,,1,187.201,,,,,,,,,,,,,,,
10951v,Xblack,,w9845a,28,Huckleberry Cr.,A,,,5,5,C,u,,,1,187.201,,,,,,,,,,,,,,,
10951w,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951x6,unextracted,,w9845a,28,Huckleberry Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10951y6,Xblack,,w9845a,28,Huckleberry Cr.,A,,,10,,A,u,small roots,,0,187.01.03,,,,,,,,,,,,,,,
10991a,Xblack,,w9845a,28,Huckleberry Cr.,B,,,3,,C,u,small roots,,0,195.03,,,,,,,,,,,,,,,
10991b,sample,10991b,w9845a,28,Huckleberry Cr.,B,,,5,,C,u,possib. gb,,15,186.19,158.162,175.184,227.252,210.21,130.138,149.151,184.184,205.207,155.157,159.163,141.141,129.129,151.151,223.223,0.005
10991c,Xblack,,w9845a,28,Huckleberry Cr.,B,,,1,,C,u,small root,,1,197.197,,,,,,,,,,,,,,,
10991d1,Xbomb,,w9845a,28,Huckleberry Cr.,B,,,2,,C,u,possib. gb,,0,86.19,,,,,,,,,,,,,,,
1.10E+05,sample,10991b,w9845a,28,Huckleberry Cr.,B,,,5,,C,u,possib. gb,,7,186.19,158.162,175.184,227.252,210.21,130.138,149.151,,,,,,,,,0.005
10991f,unextracted,,w9845a,28,Huckleberry Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10934a,sample,10991b,w9845a,28,Huckleberry Cr.,D,,,4,,C,u,shrivelled roots; possib. gb,,7,186.19,158.162,175.184,227.252,210.21,130.138,149.151,,,,,,,,,0.005
10934b,Xblack,,w9845a,28,Huckleberry Cr.,D,,,1,,C,u,,,0,85.185,,,,,,,,,,,,,,,
10934c,Xblack,,w9845a,28,Huckleberry Cr.,D,,,10,,A,u,"short, light brown hairs - prob. no bear",,1,185.185,,,,,,,,,,,,,,,
10749a,unextracted,,w9845a,4,Irvine,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10749b,Xblack,,w9845a,4,Irvine,B,,,,25,A,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10749c1,unextracted,,w9845a,4,Irvine,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10749d1,unextracted,,w9845a,4,Irvine,B,,,,,,,,,0,,,,,,,,,,,,,,,,
1.07E+05,Xblack,,w9845a,4,Irvine,B,,,10,,A,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10749f2,unextracted,,w9845a,4,Irvine,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10749g2,unextracted,,w9845a,4,Irvine,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10749h2,Xblack,,w9845a,4,Irvine,B,,,,20,C,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10749ii,Xblack,,w9845a,4,Irvine,B,,,,25,A,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10749j3,unextracted,,w9845a,4,Irvine,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10749k3,Xblack,,w9845a,4,Irvine,B,,,,8,C,u,,,1,187.197,,,,,,,,,,,,,,,
10749l,Xblack,,w9845a,4,Irvine,B,,,8,15,A,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10749m,Xblack,,w9845a,4,Irvine,B,,,6,,C,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10931a,Xblack,,w9845a,4,Irvine,D,,,1,1,C,u,blonde,,1,199.201,,,,,,,,,,,,,,,
10931b,Xblack,,w9845a,4,Irvine,D,,,1,,C,u,blonde,,1,199.201,,,,,,,,,,,,,,,
10931c,Xblack,,w9845a,4,Irvine,D,,,10,,A,u,blonde,,1,199.201,,,,,,,,,,,,,,,
10931d,Xblack,,w9845a,4,Irvine,D,,,4,,C,u,,,1,199.201,,,,,,,,,,,,,,,
10869a,Xblack,,w9845a,43,Kloosh,A,bb,,,25,B,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10869b,unextracted,,w9845a,43,Kloosh,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10869c,Xbomb,,w9845a,43,Kloosh,A,bb,,,25,B,u,prob. bb,,0,,,,,,,,,,,,,,,,
10869d,unextracted,,w9845a,43,Kloosh,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10869e,Xblack,,w9845a,43,Kloosh,A,bb,,6,,C,u,,,1,197.201,,,,,,,,,,,,,,,
10869f,unextracted,,w9845a,43,Kloosh,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10869g,unextracted,,w9845a,43,Kloosh,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10869h,Xblack,,w9845a,43,Kloosh,A,bb,,,20,C,u,prob. bb,,1,199.205,,,,,,,,,,,,,,,
10869ii,Xblack,,w9845a,43,Kloosh,A,bb,,,,,b,some brown at base,,0,,,,,,,,,,,,,,,,
10869j,Xblack,,w9845a,43,Kloosh,A,bb,,4,,C,u,,,1,197.201,,,,,,,,,,,,,,,
10869k,unextracted,,w9845a,43,Kloosh,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10869m,unextracted,,w9845a,43,Kloosh,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10869n,Xblack,,w9845a,43,Kloosh,A,bb,,,25,A,u,,,0,205.07,,,,,,,,,,,,,,,
10816a,Xinadequate,,w9845a,43,Kloosh,B,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10816b1,Xblack,,w9845a,43,Kloosh,B,bb,,10,,A,u,prob. bb,,1,199.205,,,,,,,,,,,,,,,
10816c1,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816d1,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816e,Xbomb,,w9845a,43,Kloosh,B,bb,,,8,C,u,,,0,86.19,,,,,,,,,,,,,,,
10816f2,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816g2,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816h2,Xblack,,w9845a,43,Kloosh,B,bb,,,6,C,u,,,1,199.205,,,,,,,,,,,,,,,
10816ii3,Xblack,,w9845a,43,Kloosh,B,bb,,1,4,C,u,,,1,199.205,,,,,,,,,,,,,,,
10816j3,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816k3,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816l,Xblack,,w9845a,43,Kloosh,B,bb,,10,,A,u,,,1,199.205,,,,,,,,,,,,,,,
10816m,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816n4,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816o4,unextracted,,w9845a,43,Kloosh,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10816p4,Xblack,,w9845a,43,Kloosh,B,bb,,3,10,C,u,,,1,205.207,,,,,,,,,,,,,,,
10816q4,Xinadequate,,w9845a,43,Kloosh,B,bb,,,,,,3 uf,,0,,,,,,,,,,,,,,,,
10816r5,Xinadequate,,w9845a,43,Kloosh,B,bb,,,,,,2 uf,,0,,,,,,,,,,,,,,,,
10816s5,Xblack,,w9845a,43,Kloosh,B,bb,,,,,,jet black root to tip,,0,,,,,,,,,,,,,,,,
10816t,Xblack,,w9845a,43,Kloosh,B,bb,,6,15,C,u,,,1,197.201,,,,,,,,,,,,,,,
10714a1,sample,10714a1,w9845a,43,Kloosh,C,GB,,3,,C,u,,,15,186.19,158.162,181.184,227.252,210.21,130.138,151.151,184.192,211.211,157.157,159.163,141.143,129.129,151.151,223.223,0.008
10714b1,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714c1,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714d1,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714e,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714f,Xblack,,w9845a,43,Kloosh,C,GB,,1,,C,u,,,0,197.13,,,,,,,,,,,,,,,
10714g,unextracted,,w9845a,43,Kloosh,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10714h,Xblack,,w9845a,43,Kloosh,C,bb,,10,,A,u,prob. bb,,1,197.197,,,,,,,,,,,,,,,
10714ii,unextracted,,w9845a,43,Kloosh,C,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10714j,sample,10714a1,w9845a,43,Kloosh,C,GB,,10,,B,u,"white-tipped, but kind of banded, so maybe feline",,7,186.19,158.162,181.184,227.252,210.21,130.138,151.151,,,,,,,,,0.008
10714k,Xbomb,,w9845a,43,Kloosh,C,bb,,4,,C,u,small roots; prob. gb,,0,94.97.196,,,,,,,,,,,,,,,
10714l2,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714m2,sample,10714a1,w9845a,43,Kloosh,C,GB,,10,,A,g,white-tipped,,7,186.19,158.162,181.184,227.252,210.21,130.138,151.151,,,,,,,,,0.008
10714n,Xbomb,,w9845a,43,Kloosh,C,GB,,10,,A,g,white-tipped,,2,186.19,,181.184,,,,,,,,,,,,,
10714o3,sample,10714a1,w9845a,43,Kloosh,C,GB,,10,,B,u,prob. gb,,7,186.19,158.162,181.184,227.252,210.21,130.138,151.151,,,,,,,,,0.008
10714p3,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714q3,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10714r,sample,10714a1,w9845a,43,Kloosh,C,GB,,4,,C,g,white-tipped,,7,186.19,158.162,181.184,227.252,210.21,130.138,151.151,,,,,,,,,0.008
10714s,unextracted,,w9845a,43,Kloosh,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10765a1,unextracted,,w9845a,43,Kloosh,D,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10765b1,sample,10714a1,w9845a,43,Kloosh,D,GB,,10,,A,g,white-tipped,,6,186.19,158.162,181.184,227.252,210.21,130.138,51.151,,,,,,,,,0.012
10765c,Xbomb,,w9845a,43,Kloosh,D,GB?,,7,,C,u,blonde,,2,186.19,158.162,,227.31.52,208.10.12,30.138,,,,,,,,,,
10765d,Xinadequate,,w9845a,43,Kloosh,D,GB,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10765e,Xbomb,,w9845a,43,Kloosh,D,GB?,,3,,C,u,,,3,186.19,,81.81,227.252,2.1,130.13,,,,,,,,,,
10855a,Xblack,,w9845a,32,Laib Cearcut,A,bb,,10,,A,,prob. bb,,1,201.201,,,,,,,,,,,,,,,
10855b,Xblack,,w9845a,32,Laib Cearcut,A,bb,,2,,C,u,added 4 shafts. prob. bb,,1,201.201,,,,,,,,,,,,,,,
10811a,Xblack,,w9845a,32,Laib Cearcut,B,bb,,,20,C,u,prob. bb,,1,195.201,,,,,,,,,,,,,,,
10811b,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811c,Xbomb,,w9845a,32,Laib Cearcut,B,bb,,1,2,C,u,,,4,186.192,162.162,74.184,227.231,214.14,130.138,151.57,,,,,,,,,
10811d,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811e,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811f1,Xblack,,w9845a,32,Laib Cearcut,B,bb,,10,,B,u,small roots,,1,195.201,,,,,,,,,,,,,,,
10811g1,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811h,Xblack,,w9845a,32,Laib Cearcut,B,bb,,7,,C,u,,,0,195.87.01.03,,,,,,,,,,,,,,,
10811ii2,Xblack,,w9845a,32,Laib Cearcut,B,bb,,4,,C,u,,,1,195.201,,,,,,,,,,,,,,,
10811j2,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811k2,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811l,unextracted,,w9845a,32,Laib Cearcut,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10811m,Xblack,,w9845a,32,Laib Cearcut,B,bb,,9,,C,u,,,1,187.203,,,,,,,,,,,,,,,
10811n,Xblack,,w9845a,32,Laib Cearcut,B,bb,,2,2,C,u,,,1,187.203,,,,,,,,,,,,,,,
10707a,Xblack,,w9845a,32,Laib Clearcut,C,bb,,1,,C,u,prob. bb,,1,201.201,,,,,,,,,,,,,,,
10707b,Xblack,,w9845a,32,Laib Clearcut,C,bb,,4,15,C,u,,,1,187.203,,,,,,,,,,,,,,,
10707c,Xblack,,w9845a,32,Laib Clearcut,C,bb,,1,,C,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10707d,Xblack,,w9845a,32,Laib Clearcut,C,bb,,1,,C,u,prob. bb,,1,201.201,,,,,,,,,,,,,,,
10755a,Xblack,,w9845a,32,Laib Clearcut,D,bb,,,6,C,u,,,0,3.203,,,,,,,,,,,,,,,
10755b1,unextracted,,w9845a,32,Laib Clearcut,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10755c1,Xmixed,,w9845a,32,Laib Clearcut,D,GB?,,10,,B,u,prob. gb,,0,85.92.95.01.197,,,,,,,,,,,,,,,
10755d,Xblack,,w9845a,32,Laib Clearcut,D,GB?,,3,,C,u,,,1,197.201,,,,,,,,,,,,,,,
10755e,Xmixed,,w9845a,32,Laib Clearcut,D,GB?,,1,,C,u,,,0,88.94.190,,,,,,,,,,,,,,,
10976a1,Xblack,,w9845a,1,Laska Meadows,B,,,,25,A,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10976b1,unextracted,,w9845a,1,Laska Meadows,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10976c,Xblack,,w9845a,1,Laska Meadows,B,,,,20,C,u,,,1,187.195,,,,,,,,,,,,,,,
10976d2,unextracted,,w9845a,1,Laska Meadows,B,,,,,,,,,0,,,,,,,,,,,,,,,,
1.10E+06,Xblack,,w9845a,1,Laska Meadows,B,,,10,,A,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10976f3,Xinadequate,,w9845a,1,Laska Meadows,B,,,,,,,3 uf,,0,,,,,,,,,,,,,,,,
10976g3,Xblack,,w9845a,1,Laska Meadows,B,,,,,,b,jet black root to tip,,0,,,,,,,,,,,,,,,,
10999a1,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999b1,Xblack,,w9845a,1,Laska Meadows,C,,,10,,A,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10999c1,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999d1,Xblack,,w9845a,1,Laska Meadows,C,,,,15,C,u,,,1,197.205,,,,,,,,,,,,,,,
1.10E+06,Xblack,,w9845a,1,Laska Meadows,C,,,10,,A,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10999f2,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999g2,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999h3,Xblack,,w9845a,1,Laska Meadows,C,,,10,,A,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10999ii3,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999j3,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999k3,Xblack,,w9845a,1,Laska Meadows,C,,,10,,A,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10999l3,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999m,Xblack,,w9845a,1,Laska Meadows,C,,,10,,B,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10999n4,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999o4,Xblack,,w9845a,1,Laska Meadows,C,,,2,4,C,u,blonce,,1,197.205,,,,,,,,,,,,,,,
10999p4,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999q4,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10999r4,Xblack,,w9845a,1,Laska Meadows,C,,,,25,C,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10999s4,unextracted,,w9845a,1,Laska Meadows,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10927a1,unextracted,,w9845a,1,Laska Meadows,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10927b1,Xbomb,,w9845a,1,Laska Meadows,D,,,10,,B,u,possib. gb,,0,86.90.97.05,,,,,,,,,,,,,,,
10927c,Xinadequate,,w9845a,1,Laska Meadows,D,,,,,,,v. dirty; no visible roots,,0,,,,,,,,,,,,,,,,
10927d2,unextracted,,w9845a,1,Laska Meadows,D,,,,,,,,,0,,,,,,,,,,,,,,,,
1.09E+06,sample,10669a1,w9845a,1,Laska Meadows,D,,,10,,A,u,possib. gb,,7,186.19,162.162,181.184,227.231,210.214,130.138,151.151,,,,,,,,,0.009
10927f2,unextracted,,w9845a,1,Laska Meadows,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10927g,Xblack,,w9845a,1,Laska Meadows,D,,,1,,C,u,,,1,197.203,,,,,,,,,,,,,,,
10927h,Xblack,,w9845a,1,Laska Meadows,D,,,4,2,C,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10927ii,Xblack,,w9845a,1,Laska Meadows,D,,,10,,A,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10927j,unextracted,,w9845a,1,Laska Meadows,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10927k,Xblack,,w9845a,1,Laska Meadows,D,,,10,,B,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10927l,Xblack,,w9845a,1,Laska Meadows,D,,,,25,C,u,blonde,,1,197.205,,,,,,,,,,,,,,,
10985a,Xblack,,w9845a,13,Laskutetl,A,,,10,,A,u,,,1,201.201,,,,,,,,,,,,,,,
10985b,Xbomb,,w9845a,13,Laskutetl,A,,,,15,C,u,prob. gb,,1,186.186,56.62.160,174.76.82,,,34.138,51.57,,,,,,,,,
10985c1,sample,10969b1,w9845a,13,Laskutetl,A,,,5,10,C,u,could be gb,,7,186.186,162.162,174.182,227.252,210.214,138.138,151.157,,,,,,,,,0.006
10985d1,unextracted,,w9845a,13,Laskutetl,A,,,,,,,,,0,,,,,,,,,,,,,,,,
1.10E+06,unextracted,,w9845a,13,Laskutetl,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10985f2,Xblack,,w9845a,13,Laskutetl,A,,,5,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10985g,Xblack,,w9845a,13,Laskutetl,A,,,1,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10986a,Xbomb,,w9845a,13,Laskutetl,B,,,3,,C,u,v. small roots,,0,,,,,,,,,,,,,,,,
10986b,Xbomb,,w9845a,13,Laskutetl,B,,,1,,C,g,white-tipped,,0,,,,,,,,,,,,,,,,
10986c,Xinadequate,,w9845a,13,Laskutetl,B,,,,,,,no root,,0,,,,,,,,,,,,,,,,
10986d,sample,10986d,w9845a,13,Laskutetl,B,,,10,,B,u,prob. gb,,15,186.186,154.162,174.174,227.227,210.21,130.138,151.151,184.184,211.211,157.157,163.163,141.143,129.129,151.153,223.223,0.01
10906a,sample,10969j3,w9845a,13,Laskutetl,C,,,10,,A,u,,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10944a,Xblack,,w9845a,13,Laskutetl,D,,,1,,C,u,prob. bb,,0,197.99.01,,,,,,,,,,,,,,,
10944b,Xblack,,w9845a,13,Laskutetl,D,,,,5,C,u,,,0,187.99.01,,,,,,,,,,,,,,,
10860a,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,A,unk,,,,,,only 1 uf,,0,,,,,,,,,,,,,,,,
10860b,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10860c,Xtra,,w9845a,50,Leather Leafed Saxifrage,A,unk,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10860d1,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,1,15,C,u,,,1,187.201,,,,,,,,,,,,,,,
1.09E+05,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10860f1,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10860g2,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,2,20,B,u,,,1,187.201,,,,,,,,,,,,,,,
