Project,Sample ID,HTorRT,Area,Hair trap zone,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HTorRT,HT_ID,pooled RTs,Site Name,Northing,Easting,Latitude,Long ,YR,MO,DY,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex,Note or Genetic Ancestry ,,,,
,,,,,,,,NONE,,,,HT L Wcap,5620561,542552,50.7353,-122.3970,2014,8,9,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT L Wcap,5620561,542552,50.7353,-122.3970,2014,9,22,4,,,,,,,,,,,,
Lillooet Study 2014,HT Lost-290714-1A,HT,Lost Valley,HELI,SN,Barkley ,Barkley M69,Barkley,HT,43,,HT Lost ,5596986,548604,50.5228,-122.3143,2014,7,29,1,,20,20,M69,1,5SNRB8,M,,,,,
,,,,,,,,NONE,,,,HT Lost ,5596986,548604,50.5228,-122.3143,2014,8,18,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Lost ,5596986,548604,50.5228,-122.3143,2014,9,15,3,,,,,,,,,,,,
Lillooet Study 2013,HT LValHel-190713-1A,HT,Lost Valley,HELI,SN,HT Cottonwood-60812-2A,M394,M394,HT,46,,Ht Lost Valley Heli,5597466,547362,50.5272,-122.3318,2013,7,19,1,,18,9,M394,1,HT Cottonwood-60812-2A,M,Stein,,,,
Lillooet Study 2013,HT LValHel-190713-1B,HT,Lost Valley,HELI,SN,HT Cottonwood-60812-2A,M394,M394,HT,46,,Ht Lost Valley Heli,5597466,547362,50.5272,-122.3318,2013,7,19,1,,18,9,M394,2,HT Cottonwood-60812-2A,M,Stein,,,,
Lillooet Study 2013,HT LValHel-190713-2C,HT,Lost Valley,HELI,SN,HT Cottonwood-60812-2A,M394,M394,HT,46,,Ht Lost Valley Heli,5597466,547362,50.5272,-122.3318,2013,7,19,1,,18,9,M394,3,HT Cottonwood-60812-2A,M,Stein,,,,
Lillooet Study 2013,HT LValHel-290713-1,HT,Lost Valley,HELI,SN,Barkley ,Barkley M69,Barkley,HT,46,,Ht Lost Valley Heli,5597466,547362,50.5272,-122.3318,2013,7,29,2,,17,9,M69,1,5SNRB8,M,Stein,,,,
Lillooet Study 2013,HT LValHel-290713-T,HT,Lost Valley,HELI,SN,Barkley ,Barkley M69,Barkley,HT,46,,Ht Lost Valley Heli,5597466,547362,50.5272,-122.3318,2013,7,29,2,,17,9,M69,2,5SNRB8,M,Stein,,,,
,,,,,,,,NONE,,,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,7,16,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,4,2,,,,,,,,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-1f,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1f, F389,F389,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,F389,1,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-4,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1f, F389,F389,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,F389,2,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-10,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,M383,1,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-1a,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,M383,2,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-1d,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,M383,3,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-7,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,M383,4,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-8,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,M383,5,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-3a,HT,Cadwallider,BRALORNE,SC,Peanut,Peanut M324,Peanut,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,M324,1,DNA19-1D,M,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-2a,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,F134,1,64021-e1,F,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-5b,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,F134,2,64021-e1,F,,,,,
Lillooet Study 2011,Ht Mcgill N-260811-6,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,8,26,3,,9,16,F134,3,64021-e1,F,,,,,
,,,,,,,,NONE,,,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,9,28,4,,,,,,,,,,,,
Lillooet Study 2011,Ht Mcgill N131011-7,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1f, F389,F389,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,F389,1,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2011,Ht Mcgill N131011-2,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,M383,1,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N131011-6,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,M383,2,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2011,Ht Mcgill N131011-1B,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N131011-3, M387,M387,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,M387,1,Ht Mcgill N131011-3,M,,,,,
Lillooet Study 2011,Ht Mcgill N131011-3,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N131011-3, M387,M387,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,M387,2,Ht Mcgill N131011-3,M,,,,,
Lillooet Study 2011,Ht Mcgill N131011-5,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N131011-3, M387,M387,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,M387,3,Ht Mcgill N131011-3,M,,,,,
Lillooet Study 2011,Ht Mcgill N131011-4,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,97,,HT McGill N,5616141,527427,50.6964,-122.6117,2011,10,13,5,,9,17,F134,1,64021-e1,F,,,,,
Lillooet Study 2014,HT McGill P-290714-1,HT,McGillvary,HELI,SC,HT McGill P-14-1,Homer girl HT McGill P-14-1,Homer_girl,HT,90,,HT Mcgill P,5614874,529150,50.6850,-122.5874,2014,7,29,1,,20,22,,1,HT McGill P-14-1,F,,,,,
,,,,,,,,NONE,,,,HT Mcgill P,5614874,529150,50.6850,-122.5874,2014,8,18,2,,,,,,,,,,,,
Lillooet Study 2011,HT McGill S-250711-8,HT,Cadwallider,BRALORNE,SC,61033-b1,F113,F113,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,7,25,1,,9,16,F113,1,61033-b1,F,,,,,
Lillooet Study 2011,HT McGill S-250711-4,HT,Cadwallider,BRALORNE,SC,HT McGill S-250711-9, F380,F380,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,7,25,1,,9,16,F380,1,HT McGill S-250711-9,F,,,,,
Lillooet Study 2011,HT McGill S-250711-9,HT,Cadwallider,BRALORNE,SC,HT McGill S-250711-9, F380,F380,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,7,25,1,,9,16,F380,2,HT McGill S-250711-9,F,,,,,
Lillooet Study 2011,HT McGill S-250711-5,HT,Cadwallider,BRALORNE,SC,Flip,Flip M379,Flip,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,7,25,1,,9,16,M379,1,HT McGill S-250711-5,M,,,,,
Lillooet Study 2011,HT McGill S-250711-3,HT,Cadwallider,BRALORNE,SC,Rock ,Rock  M128,Rock ,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,7,25,1,,9,16,M128,1,63025-c1,M,,,,,
Lillooet Study 2011,Ht Mcgill S131011-1,HT,Cadwallider,BRALORNE,SC,Rock ,Rock  M128,Rock ,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,10,13,3,,9,17,M128,1,63025-c1,M,,,,,
Lillooet Study 2011,Ht Mcgill S131011-2,HT,Cadwallider,BRALORNE,SC,Rock ,Rock  M128,Rock ,HT,83,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2011,10,13,3,,9,17,M128,2,63025-c1,M,,,,,
,,,,,,,,NONE,,,,Ht Mcgill S,5610737,531827,50.6476,-122.5498,2012,8,18,2,,,,,,,,,,,,
Lillooet Study 2012,Ht S McGill-200712-10B,HT,McGillvary ,HELI,SC,61033-b1,F113,F113,HT,72,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,F113,1,61033-b1,F,SC,,,250.250,
Lillooet Study 2012,Ht S McGill-200712-1,HT,McGillvary ,HELI,SC,HT McGill S-250711-9, F380,F380,HT,72,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,F380,3,HT McGill S-250711-9,F,SC,,,250.250,
Lillooet Study 2012,Ht McGill Pass-200712-8E,HT,McGillvary Pass,HELI,SC,Ht Mcgill N-260811-1f, F389,F389,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,F389,1,Ht Mcgill N-260811-1f,F,SC,,added E to barb because it was on envelope,250.250,
Lillooet Study 2012,Ht S McGill-200712-4,HT,McGillvary ,HELI,SC,Flip,Flip M379,Flip,HT,72,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,M379,1,HT McGill S-250711-5,M,SC,,,204.250,
Lillooet Study 2012,Ht S McGill-200712-9,HT,McGillvary ,HELI,SC,Flip,Flip M379,Flip,HT,72,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,M379,2,HT McGill S-250711-5,M,SC,,,204.250,
Lillooet Study 2012,Ht McGill Pass-200712-7,HT,McGillvary Pass,HELI,SC,Gillis,Gillis F141,Gillis,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,F141,1,6SNSA-GF6,F,SC,,,250.250,
Lillooet Study 2012,Ht McGill Pass-200712-8A,HT,McGillvary Pass,HELI,SC,Gillis,Gillis F141,Gillis,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,F141,2,6SNSA-GF6,F,SC,,red,250.250,
Lillooet Study 2012,Ht McGill Pass-200712-4F,HT,McGillvary Pass,HELI,SC,73063-a1,M221,M221,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,M221,1,73063-a1,M,SC,,red,204.250,
Lillooet Study 2012,Ht McGill Pass-200712-4I,HT,McGillvary Pass,HELI,SC,Ht Mcgill N131011-3, M387,M387,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,M387,1,Ht Mcgill N131011-3,M,SC,,,204.250,
Lillooet Study 2012,Ht McGill Pass-200712-1B,HT,McGillvary Pass,HELI,SC,Ht McGill Pass-60812-6, M393,M393,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,M393,1,Ht McGill Pass-60812-6,M,SC,,,204.250,
Lillooet Study 2012,Ht McGill Pass-200712-4C,HT,McGillvary Pass,HELI,SC,Phelix,Phelix F134,Phelix,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,7,20,1,,13,14,F134,1,64021-e1,F,SC,,,250.250,
Lillooet Study 2012,Ht McGill Pass-60812-4,HT,McGillvary Pass,HELI,SC,64014-a1,F132,F132,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,8,6,2,,13,14,F132,1,64014-a1,F,SC,,,250.250,
Lillooet Study 2012,Ht McGill Pass-60812-6,HT,McGillvary Pass,HELI,SC,Ht McGill Pass-60812-6, M393,M393,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2012,8,6,2,,13,14,M393,1,Ht McGill Pass-60812-6,M,SC,,,204.250,
Lillooet Study 2013,HT McHel-190713-5,HT,McGillvary,HELI,SC,Ht Mcgill N-260811-1f, F389,F389,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2013,7,19,1,,12,15,F389,1,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2013,HT McHel-190713-6,HT,McGillvary,HELI,SC,Ht Mcgill N-260811-1f, F389,F389,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2013,7,19,1,,12,15,F389,2,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2013,HT McHel-190713-1,HT,McGillvary,HELI,SC,Ht Mcgill N-260811-1a, M383,M383,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2013,7,19,1,,12,15,M383,1,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2013,HT McHel-190713-2,HT,McGillvary,HELI,SC,Ht Mcgill N131011-3, M387,M387,HT,101,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2013,7,19,1,,12,15,M387,1,Ht Mcgill N131011-3,M,,,,,
,,,,,,,,NONE,,,,HT McGillvary Heli,5616706,526499,50.7016,-122.6248,2013,7,29,2,,,,,,,,,,,,
Lillooet Study 2010,DNA19-2E,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,1,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-3,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,2,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-6,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,3,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-7,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,4,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-8H,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,5,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-8K,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,6,64014-a1,F,,,,,
Lillooet Study 2010,DNA19-8Q,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,7,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-8R,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,8,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-9,HT,McGillvary Pass,BRALORNE,SC,64014-a1,F132,F132,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,F132,9,64014-a1,F,DNA Grid,,,,
Lillooet Study 2010,DNA19-1B,HT,McGillvary Pass,BRALORNE,SC,64019-c1,M133,M133,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,M133,1,64019-c1,M,DNA Grid,,,,
Lillooet Study 2010,DNA19-8B,HT,McGillvary Pass,BRALORNE,SC,64019-c1,M133,M133,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,M133,2,64019-c1,M,DNA Grid,,,,
Lillooet Study 2010,DNA19-8D,HT,McGillvary Pass,BRALORNE,SC,64019-c1,M133,M133,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,M133,3,64019-c1,M,DNA Grid,,,,
Lillooet Study 2010,DNA19-1D,HT,McGillvary Pass,BRALORNE,SC,Peanut,Peanut M324,Peanut,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,M324,1,DNA19-1D,M,DNA Grid,,,,
Lillooet Study 2010,DNA19-4A,HT,McGillvary Pass,BRALORNE,SC,Peanut,Peanut M324,Peanut,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,M324,2,DNA19-1D,M,DNA Grid,,,,
Lillooet Study 2010,DNA19-5A,HT,McGillvary Pass,BRALORNE,SC,Peanut,Peanut M324,Peanut,HT,98,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,7,20,1,,9,2,M324,3,DNA19-1D,M,DNA Grid,,,,
,,,,,,,,NONE,,,,HT McGillvary Pass2010,5616299,527215,50.6979,-122.6147,2010,8,11,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Melvin ,5594887,550064,50.50380928,-122.2940282,2014,7,29,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Melvin ,5594887,550064,50.50380928,-122.2940282,2014,8,18,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Melvin ,5594887,550064,50.50380928,-122.2940282,2014,9,15,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Melvin  ,5595124,550071,50.50593942,-122.2938989,2012,7,20,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Melvin  ,5595124,550071,50.50593942,-122.2938989,2012,8,6,2,,,,,,,,,,,,
Lillooet Study 2013,HT MlvHel-190713-1C,HT,Melvin,HELI,SN,Barkley ,Barkley M69,Barkley,HT,45,,Ht Melvin Heli,5597459,547343,50.5272,-122.3321,2013,7,19,1,,18,9,M69,1,5SNRB8,M,Stein,,,,
Lillooet Study 2013,HT MlvHel-290713-,HT,Melvin,HELI,SN,Barkley ,Barkley M69,Barkley,HT,45,,Ht Melvin Heli,5597459,547343,50.5272,-122.3321,2013,7,29,2,,17,9,M69,1,5SNRB8,M,Stein,,,,
,,,,,,,,NONE,,,,Ht Mission Heli,5620398,563327,50.7319,-122.1027,2012,7,20,1,,,,,,,,,,,,
Lillooet Study 2012,Ht Mission-60812-4B,HT,Mission Mt,HELI,SC,72078-a1,F201,F201,HT,110,,Ht Mission Heli,5620398,563327,50.7319,-122.1027,2012,8,6,2,,13,14,F201,1,72078-a1,F,SC,,,250.250,
Lillooet Study 2012,Ht Mission-60812-2,HT,Mission Mt,HELI,SC,Ht Mission-60812-2, F394,F394,HT,110,,Ht Mission Heli,5620398,563327,50.7319,-122.1027,2012,8,6,2,,13,14,F394,1,Ht Mission-60812-2,F,SC,,,250.250,
Lillooet Study 2012,Ht Mission-60812-3A,HT,Mission Mt,HELI,SC,Ht Mission-60812-2, F394,F394,HT,110,,Ht Mission Heli,5620398,563327,50.7319,-122.1027,2012,8,6,2,,13,14,F394,2,Ht Mission-60812-2,F,SC,,,250.250,
Lillooet Study 2012,Ht Mission-60812-Pile 1,HT,Mission Mt,HELI,SC,Ht Mission-60812-2, F394,F394,HT,110,,Ht Mission Heli,5620398,563327,50.7319,-122.1027,2012,8,6,2,,13,14,F394,3,Ht Mission-60812-2,F,SC,,,250.250,
,,,,,,,,NONE,,,,Ht Mission Heli,5620398,563327,50.73191947,-122.1026688,2013,7,19,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Mission Heli,5620398,563327,50.73191947,-122.1026688,2013,7,29,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Molly,5596678,572242,50.5176,-121.9810,2011,7,1,1,,,,,,,,,,,,
Lillooet Study 2011,HT Molly-260711-2a,HT,Molybdonite,DUFFEY,SN,Dallas,Dallas F381,Dallas,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2011,7,26,2,,11,9,F381,1,HT Molly-260711-2a,F,,,,,
Lillooet Study 2011,HT Molly-260711-5,HT,Molybdonite,DUFFEY,SN,Jewel,Jewel F321,Jewel,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2011,7,26,2,,11,9,F321,1,may2,F,,,,,
Lillooet Study 2011,HT Molly-260711-3a,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2011,7,26,2,,11,9,F73,1,55018e1,F,,,,,
Lillooet Study 2011,HT Molly-260711-4,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2011,7,26,2,,11,9,F73,2,55018e1,F,,,,,
Lillooet Study 2011,HT Molly-260711-6,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2011,7,26,2,,11,9,F73,3,55018e1,F,,,,,
,,,,,,,,NONE,,,,HT Molly,5596678,572242,50.5176,-121.9810,2011,8,20,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Molly,5596678,572242,50.5176,-121.9810,2014,7,1,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Molly,5596678,572242,50.5176,-121.9810,2014,7,15,2,,,,,,,,,,,,
Lillooet Study 2014,HT Molly-170814-1,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2014,8,17,3,,20,20,F73,1,55018e1,F,,,,,
Lillooet Study 2014,HT Molly-170814-2B,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2014,8,17,3,,20,20,F73,2,55018e1,F,,,,,
Lillooet Study 2014,HT Molly-170814-3,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2014,8,17,3,,20,20,F73,3,55018e1,F,,,,,
Lillooet Study 2014,HT Moly 1-251013,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2014,8,17,3,,20,20,F73,4,55018e1,F,,,,,
Lillooet Study 2014,HT Molly-170814-4A,HT,Molybdonite,DUFFEY,SN,Molly's cub,Molly's cub ,Molly_2014_cub,HT,42,,HT Molly,5596678,572242,50.5176,-121.9810,2014,8,17,3,,20,20,,1,HT Molly-14-4A,F,,,,,
,,,,,,,,NONE,,,,HT Molly,5596678,572242,50.5176,-121.9810,2014,9,27,4,,,,,,,,,,,,
Lillooet Study 2012,Ht Molly 3-310712-1,HT,Molybdonite,DUFFEY,SN,Dallas,Dallas F381,Dallas,HT,41,,HT Molly 3,5597054,572065,50.5210,-121.9834,2012,7,31,1,,11,10,F381,1,HT Molly-260711-2a,F,SN,new F 2011,,250.250,Stein
,,,,,,,,NONE,,,,HT Molly 3,5597054,572065,50.5210,-121.9834,2012,9,8,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,6,21,1,,,,,,,,,,,,
Lillooet Study 2013,HT Mol -070713-2,HT,Molybdonite,DUFFEY,SN,Jim's brother,Jim's brother M240,Jim_brother,HT,42,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,7,2,,17,9,M240,1,NAH7-02-31-d1,M,Stein,,,,
Lillooet Study 2013,HT Mol -070713-3,HT,Molybdonite,DUFFEY,SN,Jim's brother,Jim's brother M240,Jim_brother,HT,42,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,7,2,,17,9,M240,2,NAH7-02-31-d1,M,Stein,,,,
Lillooet Study 2013,HT Mol -070713-1,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,7,2,,17,9,F73,1,55018e1,F,Stein,,,,
Lillooet Study 2013,HT Mol -070713-4,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,7,2,,17,9,F73,2,55018e1,F,Stein,,,,
Lillooet Study 2013,HT Mol -070713-5B,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,7,2,,17,9,F73,3,55018e1,F,Stein,,,,
Lillooet Study 2013,HT Mol -070713-6,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,42,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,7,2,,17,9,F73,4,55018e1,F,Stein,,,,
,,,,,,,,NONE,,,,HT Molly 3,5597054,572065,50.5210,-121.9834,2013,7,22,3,,,,,,,,,,,,
Lillooet Study 2014,HT Moly 2-10714-1,HT,Molybdonite,DUFFEY,SN,Georgia,Georgia F60,Georgia,HT,42,,HT Molly 3,5596678,572242,50.5176,-121.9810,2014,7,1,1,,20,20,F60,1,54010c1,F,,,,,
Lillooet Study 2014,HT Moly 2-10714-pile,HT,Molybdonite,DUFFEY,SN,Jim,Jim M239,Jim,HT,42,,HT Molly 3,5596678,572242,50.5176,-121.9810,2014,7,1,1,,20,20,M239,1,NAH7-02-31-c1,M,,,,,
Lillooet Study 2014,HT Molly 3-170814-1,HT,Molybdonite,DUFFEY,SN,Molly,Molly F73,Molly,HT,44,,HT Molly 3,5596678,572242,50.5176,-121.9810,2014,8,17,2,,20,20,F73,1,55018e1,F,,,,,
,,,,,,,,NONE,,,,HT Molly 3,5596678,572242,50.5176,-121.9810,2014,9,27,3,,,,,,,,,,,,
Lillooet Study 2010,DNA05-5A,HT,Noel,BRALORNE,SC,Huck,Huck M105,Huck,HT,107,,Ht Noel 2010,5617718,514110,50.7111,-122.8002,2010,7,1,1,,9,2,M105,1,61021-b1,M,DNA Grid,,,,
