DNA #,sub-sample,Temp ID,Perm ID,all data,all census,Species,Origin,Perm ID,,N/S of Hwy 1,E/W Col trench,Sex,Site,Session,Month,Day,Year,Month,Day,Year
3431,z,,479,,,Grizzly, WS 97 census,479,,,,,4,3,7,14,1997,7,26,1997
3808,b,,479,,,Grizzly, WS 97 census,479,,,,,3,5,8,2,1997,8,9,1997
3808,c,,479,,,Grizzly, WS 97 census,479,,,,,3,5,8,2,1997,8,9,1997
3808,g,,479,,,Grizzly, WS 97 census,479,,,,,3,5,8,2,1997,8,9,1997
3808,h,,479,,,Grizzly, WS 97 census,479,,,,,3,5,8,2,1997,8,9,1997
3720,d,,481,,,Grizzly, WS 97 census,481,,,,,49,3,7,13,1997,7,24,1997
3720,e,,481,4,4,Grizzly, WS 97 census,481,,North,East,F,49,3,7,13,1997,7,24,1997
3720,f,,481,,,Grizzly, WS 97 census,481,,,,,49,3,7,13,1997,7,24,1997
3720,i,,481,,,Grizzly, WS 97 census,481,,,,,49,3,7,13,1997,7,24,1997
3735,b,,485,,,Grizzly, WS 97 census,485,,,,,67,3,7,13,1997,7,24,1997
3735,e,,485,,,Grizzly, WS 97 census,485,,,,,67,3,7,13,1997,7,24,1997
3735,k,,485,,,Grizzly, WS 97 census,485,,,,,67,3,7,13,1997,7,24,1997
3735,t,,485,5,5,Grizzly, WS 97 census,485,,North,East,M,67,3,7,13,1997,7,24,1997
3736,i,,485,,,Grizzly, WS 97 census,485,,,,,68,3,7,13,1997,7,24,1997
3808,a,,489,,,Grizzly, WS 97 census,489,,,,,3,5,8,2,1997,8,9,1997
3808,e,,489,,,Grizzly, WS 97 census,489,,,,,3,5,8,2,1997,8,9,1997
3808,f,,489,4,4,Grizzly, WS 97 census,489,,North,East,F,3,5,8,2,1997,8,9,1997
3814,k,,489,,,Grizzly, WS 97 census,489,,,,,13,5,8,2,1997,8,9,1997
3439,b,,492,,,Grizzly, WS 97 census,492,,,,,16,2,7,4,1997,7,14,1997
3439,k,,492,,,Grizzly, WS 97 census,492,,,,,16,2,7,4,1997,7,14,1997
3819,a,,492,5,5,Grizzly, WS 97 census,492,,North,East,F,18,5,8,1,1997,8,9,1997
3819,e,,492,,,Grizzly, WS 97 census,492,,,,,18,5,8,1,1997,8,9,1997
3819,g,,492,,,Grizzly, WS 97 census,492,,,,,18,5,8,1,1997,8,9,1997
3824,b,,494,,,Grizzly, WS 97 census,494,,,,F,24,5,7,31,1997,8,9,1997
3824,d,,494,2,2,Grizzly, WS 97 census,494,,North,East,F,24,5,7,31,1997,8,9,1997
3320,a,,496,3,3,Grizzly, WS 97 census,496,,North,East,F,26,1,6,29,1997,7,4,1997
3320,c,,496,,,Grizzly, WS 97 census,496,,,,,26,1,6,29,1997,7,4,1997
3320,i,,496,,,Grizzly, WS 97 census,496,,,,,26,1,6,29,1997,7,4,1997
3371,c,,497,1,1,Grizzly, WS 97 census,497,,????,????,F,11,2,7,3,1997,7,13,1997
3431,ac,97new1,502,,,Grizzly, WS 97 census,502,,,,,4,3,7,14,1997,7,26,1997
3431,b,,502,,,Grizzly, WS 97 census,502,,,,,4,3,7,14,1997,7,26,1997
3431,c,,502,,,Grizzly, WS 97 census,502,,,,,4,3,7,14,1997,7,26,1997
3431,n,97new1,502,,,Grizzly, WS 97 census,502,,,,,4,3,7,14,1997,7,26,1997
3431,s,,502,7,7,Grizzly, WS 97 census,502,,North,East,F,4,3,7,14,1997,7,26,1997
3808,i,97new4,502,,,Grizzly, WS 97 census,502,,,,,3,5,8,2,1997,8,9,1997
3808,j,97new4,502,,,Grizzly, WS 97 census,502,,,,F,3,5,8,2,1997,8,9,1997
3436,g,,503,,,Grizzly, WS 97 census,503,,,,,13,3,7,13,1997,7,26,1997
3436,p,,503,,,Grizzly, WS 97 census,503,,,,,13,3,7,13,1997,7,26,1997
3750,a,,503,,,Grizzly, WS 97 census,503,,,,,13,4,7,26,1997,8,2,1997
3750,c,,503,,,Grizzly, WS 97 census,503,,,,,13,4,7,26,1997,8,2,1997
3750,e,,503,,,Grizzly, WS 97 census,503,,,,,13,4,7,26,1997,8,2,1997
3750,m,,503,,,Grizzly, WS 97 census,503,,,,,13,4,7,26,1997,8,2,1997
3814,e,,503,7,7,Grizzly, WS 97 census,503,,North,East,F,13,5,8,2,1997,8,9,1997
3727,f,,505,1,1,Grizzly, WS 97 census,505,,????,????,Unk,59,3,7,13,1997,7,24,1997
3794,f,,506,1,1,Grizzly, WS 97 census,506,,North,East,Unk,62,4,7,24,1997,7,31,1997
3324,u,,507,1,1,Grizzly, WS 97 census,507,,North,East,Unk,30,1,6,26,1997,7,4,1997
3429,a,97new0,3429,1,1,Grizzly, WS 97 census,3429,,North,East,F,2,3,7,14,1997,7,26,1997
3723,c,,3723,3,1,Grizzly, WS 97 census,3723,,North,East,Unk,52,3,7,13,1997,7,24,1997
3431,x,97new2,3431a,1,1,Grizzly, WS 97 census,3431a,,,,Unk,4,3,7,14,1997,7,26,1997
3740,g,,0310?,,,Grizzly, WS 97 census,0310?,,,,,72,3,7,13,1997,7,24,1997
3324,k,,0455?,,,Grizzly, WS 97 census,0455?,,,,,30,1,6,26,1997,7,4,1997
3852,e,,0466?,,,Grizzly, WS 97 census,0466?,,,,,56,5,8,1,1997,8,8,1997
3430,a,,0479?,,,Grizzly, WS 97 census,0479?,,,,,3,3,7,14,1997,7,26,1997
3430,c,,0479?,,,Grizzly, WS 97 census,0479?,,,,,3,3,7,14,1997,7,26,1997
3431,g,,0479?,,,Grizzly, WS 97 census,0479?,,,,,4,3,7,14,1997,7,26,1997
3431,m,,0479?,,,Grizzly, WS 97 census,0479?,,,,,4,3,7,14,1997,7,26,1997
3431,v,,0479?,,,Grizzly, WS 97 census,0479?,,,,,4,3,7,14,1997,7,26,1997
3430,i,,0502?,,,Grizzly, WS 97 census,0502?,,,,,3,3,7,14,1997,7,26,1997
3430,j,,0502?,,,Grizzly, WS 97 census,0502?,,,,,3,3,7,14,1997,7,26,1997
3431,a,,0502?,,,Grizzly, WS 97 census,0502?,,,,F,4,3,7,14,1997,7,26,1997
3431,ae,,0502?,,,Grizzly, WS 97 census,0502?,,,,,4,3,7,14,1997,7,26,1997
3431,d,,0502?,,,Grizzly, WS 97 census,0502?,,,,,4,3,7,14,1997,7,26,1997
3431,f,,0502?,,,Grizzly, WS 97 census,0502?,,,,,4,3,7,14,1997,7,26,1997
3431,k,,0502?,,,Grizzly, WS 97 census,0502?,,,,,4,3,7,14,1997,7,26,1997
3431,o,97new1,502?,,,Grizzly, WS 97 census,502?,,,,,4,3,7,14,1997,7,26,1997
3431,r,,0502?,,,Grizzly, WS 97 census,0502?,,,,,4,3,7,14,1997,7,26,1997
3750,g,,0503?,,,Grizzly, WS 97 census,0503?,,,,,13,4,7,26,1997,8,2,1997
3814,f,,0503?,,,Grizzly, WS 97 census,0503?,,,,,13,5,8,2,1997,8,9,1997
3727,d,,132?,,,Grizzly, WS 97 census,132?,,,,,59,3,7,13,1997,7,24,1997
3798,c,,298?,,,Grizzly, WS 97 census,298?,,,,,66,4,7,24,1997,7,31,1997
3798,f,,298?,,,Grizzly, WS 97 census,298?,,,,,66,4,7,24,1997,7,31,1997
3798,n,,298?,,,Grizzly, WS 97 census,298?,,,,,66,4,7,24,1997,7,31,1997
3798,o,,298?,,,Grizzly, WS 97 census,298?,,,,,66,4,7,24,1997,7,31,1997
3731,g,,310?,,,Grizzly, WS 97 census,310?,,,,,63,3,7,13,1997,7,24,1997
3731,h,,310?,,,Grizzly, WS 97 census,310?,,,,,63,3,7,13,1997,7,24,1997
3832,w,,35?,,,Grizzly, WS 97 census,35?,,,,,32,5,7,31,1997,8,8,1997
3832,y,,35?,,,Grizzly, WS 97 census,35?,,,,,32,5,7,31,1997,8,8,1997
3417,b,,71?,,,Grizzly, WS 97 census,71?,,,,,63,2,7,3,1997,7,13,1997
3417,c,,71?,,,Grizzly, WS 97 census,71?,,,,,63,2,7,3,1997,7,13,1997
3306,f,,,,,Grizzly, WS 97 census,,,,,M?,10,1,6,26,1997,7,3,1997
3320,j,,,,,Grizzly, WS 97 census,,,,,,26,1,6,29,1997,7,4,1997
3353,a,,,,,Grizzly, WS 97 census,,,,,,63,1,6,26,1997,7,3,1997
3354,c,,,,,Grizzly, WS 97 census,,,,,,64,1,6,26,1997,7,3,1997
3356,i,,,,,Grizzly, WS 97 census,,,,,,66,1,6,27,1997,7,3,1997
3361,ap,,,,,Grizzly, WS 97 census,,,,,,71,1,6,27,1997,7,3,1997
3361,f,,,,,Grizzly, WS 97 census,,,,,,71,1,6,27,1997,7,3,1997
3361,m,,,,,Grizzly, WS 97 census,,,,,,71,1,6,27,1997,7,3,1997
3370,d,,,,,Grizzly, WS 97 census,,,,,,10,2,7,3,1997,7,13,1997
3370,e,,,,,Grizzly, WS 97 census,,,,,,10,2,7,3,1997,7,13,1997
3389,c,,,,,Grizzly, WS 97 census,,,,,,31,2,7,4,1997,7,13,1997
3391,c,,,,,Grizzly, WS 97 census,,,,,,33,2,7,3,1997,7,13,1997
3401,a,,,,,Grizzly, WS 97 census,,,,,,44,2,7,3,1997,7,13,1997
3417,a,,,,,Grizzly, WS 97 census,,,,,,63,2,7,3,1997,7,13,1997
3417,d,,,,,Grizzly, WS 97 census,,,,,,63,2,7,3,1997,7,13,1997
3425,p,,,,,Grizzly, WS 97 census,,,,,,71,2,7,3,1997,7,13,1997
3430,b,,,,,Grizzly, WS 97 census,,,,,,3,3,7,14,1997,7,26,1997
3430,d,,,,,Grizzly, WS 97 census,,,,,,3,3,7,14,1997,7,26,1997
3431,l,,,,,Grizzly, WS 97 census,,,,,,4,3,7,14,1997,7,26,1997
3434,c,,,,,Grizzly, WS 97 census,,,,,,10,3,7,13,1997,7,24,1997
3436,c,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,e,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,f,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,k,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,l,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,m,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,n,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3436,r,,,,,Grizzly, WS 97 census,,,,,,13,3,7,13,1997,7,26,1997
3439,d,,,,,Grizzly, WS 97 census,,,,,,16,2,7,4,1997,7,14,1997
3439,f,,,,,Grizzly, WS 97 census,,,,,,16,2,7,4,1997,7,14,1997
3439,h,,,,,Grizzly, WS 97 census,,,,,,16,2,7,4,1997,7,14,1997
3439,i,,,,,Grizzly, WS 97 census,,,,,,16,2,7,4,1997,7,14,1997
3439,j,,,,,Grizzly, WS 97 census,,,,,,16,2,7,4,1997,7,14,1997
3439,m,,,,,Grizzly, WS 97 census,,,,,,16,2,7,4,1997,7,14,1997
3442,c,,,,,Grizzly, WS 97 census,,,,,,19,3,7,14,1997,7,25,1997
3442,o,,,,,Grizzly, WS 97 census,,,,,,19,3,7,14,1997,7,25,1997
3442,p,,,,,Grizzly, WS 97 census,,,,,,19,3,7,14,1997,7,25,1997
3443,a,,,,,Grizzly, WS 97 census,,,,,,20,3,7,14,1997,7,25,1997
3702,d,,,,,Grizzly, WS 97 census,,,,,,30,3,7,14,1997,7,25,1997
3702,f,,,,,Grizzly, WS 97 census,,,,,,30,3,7,14,1997,7,25,1997
3702,j,,,,,Grizzly, WS 97 census,,,,,,30,3,7,14,1997,7,25,1997
3720,c,,,,,Grizzly, WS 97 census,,,,,,49,3,7,13,1997,7,24,1997
3723,a,,,,,Grizzly, WS 97 census,,,,,,52,3,7,13,1997,7,24,1997
3723,b,,,,,Grizzly, WS 97 census,,,,,,52,3,7,13,1997,7,24,1997
3725,h,,,,,Grizzly, WS 97 census,,,,,,57,3,7,13,1997,7,24,1997
3730,j,,,,,Grizzly, WS 97 census,,,,,,62,3,7,13,1997,7,24,1997
3730,k,,,,,Grizzly, WS 97 census,,,,,,62,3,7,13,1997,7,24,1997
3731,a,,,,,Grizzly, WS 97 census,,,,,,63,3,7,13,1997,7,24,1997
3731,c,,,,,Grizzly, WS 97 census,,,,,,63,3,7,13,1997,7,24,1997
3731,n,,,,,Grizzly, WS 97 census,,,,,,63,3,7,13,1997,7,24,1997
3731,o,,,,,Grizzly, WS 97 census,,,,,,63,3,7,13,1997,7,24,1997
3731,s,,,,,Grizzly, WS 97 census,,,,,,63,3,7,13,1997,7,24,1997
3733,e,,,,,Grizzly, WS 97 census,,,,,,65,3,7,11,1997,7,24,1997
3734,a,,,,,Grizzly, WS 97 census,,,,,,66,3,7,13,1997,7,24,1997
3734,b,,,,,Grizzly, WS 97 census,,,,,,66,3,7,13,1997,7,24,1997
3735,a,,,,,Grizzly, WS 97 census,,,,,,67,3,7,13,1997,7,24,1997
3735,d,,,,,Grizzly, WS 97 census,,,,,,67,3,7,13,1997,7,24,1997
3735,i,,,,,Grizzly, WS 97 census,,,,,,67,3,7,13,1997,7,24,1997
3735,r,,,,,Grizzly, WS 97 census,,,,,,67,3,7,13,1997,7,24,1997
3739,a,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,c,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,d,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,f,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,l,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,r,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,u,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,v,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3739,w,,,,,Grizzly, WS 97 census,,,,,,68,3,7,13,1997,7,24,1997
3740,a,,,,,Grizzly, WS 97 census,,,,,,72,3,7,13,1997,7,24,1997
3740,g1,,,,,Grizzly, WS 97 census,,,,,,72,3,7,13,1997,7,24,1997
3740,i,,,,,Grizzly, WS 97 census,,,,,,72,3,7,13,1997,7,24,1997
3740,j,,,,,Grizzly, WS 97 census,,,,,,72,3,7,13,1997,7,24,1997
3740,n,,,,,Grizzly, WS 97 census,,,,,,72,3,7,13,1997,7,24,1997
3740,s,,,,,Grizzly, WS 97 census,,,,,,72,3,7,13,1997,7,24,1997
3745,c,,,,,Grizzly, WS 97 census,,,,,,4,4,7,26,1997,8,2,1997
3747,b,,,,,Grizzly, WS 97 census,,,,,,6,4,7,25,1997,8,1,1997
3747,d,,,,,Grizzly, WS 97 census,,,,,,6,4,7,25,1997,8,1,1997
3747,i,,,,,Grizzly, WS 97 census,,,,,,6,4,7,25,1997,8,1,1997
3750,d,,,,,Grizzly, WS 97 census,,,,,,13,4,7,26,1997,8,2,1997
3750,f,,,,,Grizzly, WS 97 census,,,,,,13,4,7,26,1997,8,2,1997
3750,h,,,,,Grizzly, WS 97 census,,,,,,13,4,7,26,1997,8,2,1997
3750,i,,,,,Grizzly, WS 97 census,,,,,,13,4,7,26,1997,8,2,1997
3750,j,,,,,Grizzly, WS 97 census,,,,,,13,4,7,26,1997,8,2,1997
3750,l,,,,,Grizzly, WS 97 census,,,,,,13,4,7,26,1997,8,2,1997
3757,f,,,,,Grizzly, WS 97 census,,,,,,20,4,7,25,1997,8,1,1997
3757,o,,,,,Grizzly, WS 97 census,,,,,,20,4,7,25,1997,8,1,1997
3757,p,,,,,Grizzly, WS 97 census,,,,,,20,4,7,25,1997,8,1,1997
3757,r,,,,,Grizzly, WS 97 census,,,,,,20,4,7,25,1997,8,1,1997
3757,x,,,,,Grizzly, WS 97 census,,,,,,20,4,7,25,1997,8,1,1997
3794,b,,,,,Grizzly, WS 97 census,,,,,,62,4,7,24,1997,7,31,1997
3794,e,,,,,Grizzly, WS 97 census,,,,,,62,4,7,24,1997,7,31,1997
3814,c,,,,,Grizzly, WS 97 census,,,,,,13,5,8,2,1997,8,9,1997
3814,h,,,,,Grizzly, WS 97 census,,,,,,13,5,8,2,1997,8,9,1997
3814,i,,,,,Grizzly, WS 97 census,,,,,,13,5,8,2,1997,8,9,1997
3817,b,,,,,Grizzly, WS 97 census,,,,,,16,5,8,2,1997,8,9,1997
3819,f,,,,,Grizzly, WS 97 census,,,,,,18,5,8,1,1997,8,9,1997
3832,b,,,,,Grizzly, WS 97 census,,,,,,32,5,7,31,1997,8,8,1997
3832,i,,,,,Grizzly, WS 97 census,,,,,,32,5,7,31,1997,8,8,1997
3832,p,,,,,Grizzly, WS 97 census,,,,,,32,5,7,31,1997,8,8,1997
3852,a,,,,,Grizzly, WS 97 census,,,,,,56,5,8,1,1997,8,8,1997
3852,c,,,,,Grizzly, WS 97 census,,,,,,56,5,8,1,1997,8,8,1997
3852,d,,,,,Grizzly, WS 97 census,,,,,,56,5,8,1,1997,8,8,1997
3858,b,,,,,Grizzly, WS 97 census,,,,,,62,5,7,31,1997,8,9,1997
3859,g,,,,,Grizzly, WS 97 census,,,,,,63,5,7,31,1997,8,9,1997
3862,a,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,d,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,g,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,h,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,i,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,l,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,s,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,t,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,u,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,v,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3862,w,,,,,Grizzly, WS 97 census,,,,,,66,5,8,31,1997,9,7,1997
3867,a,,,,,Grizzly, WS 97 census,,,,,,71,5,8,31,1997,9,7,1997
3867,f,,,,,Grizzly, WS 97 census,,,,,,71,5,8,31,1997,9,7,1997
480,b,,44,,15,Grizzly,WS 96 census,44,,,,F,48,A,6,11,1996,6,21,1996
480,d,,44,,,Grizzly,WS 96 census,44,,,,,48,A,6,11,1996,6,21,1996
480,e,,44,,,Grizzly,WS 96 census,44,,,,,48,A,6,11,1996,6,21,1996
741,e,,44,,,Grizzly,WS 96 census,44,,,,,40,D,7,14,1996,7,24,1996
741,h,,44,,,Grizzly,WS 96 census,44,,,,,40,D,7,14,1996,7,24,1996
741,j,,44,,,Grizzly,WS 96 census,44,,,,,40,D,7,14,1996,7,24,1996
630,ab,,71,,3,Grizzly,WS 96 census,71,,,,F,32,C,7,2,1996,7,15,1996
630,ac,,71,,,Grizzly,WS 96 census,71,,,,,32,C,7,2,1996,7,15,1996
827,d,,73,,,Grizzly,WS 96 census,73,,,,,34,B,6,23,1996,7,3,1996
827,j,,73,,5,Grizzly,WS 96 census,73,,,,M,34,B,6,23,1996,7,3,1996
827,k,,73,,,Grizzly,WS 96 census,73,,,,,34,B,6,23,1996,7,3,1996
827,l,,73,,,Grizzly,WS 96 census,73,,,,,34,B,6,23,1996,7,3,1996
827,m,,73,,,Grizzly,WS 96 census,73,,,,,34,B,6,23,1996,7,3,1996
497,f,,77,,3,Grizzly,WS 96 census,77,,,,M,57,A,6,11,1996,6,23,1996
497,g,,77,,,Grizzly,WS 96 census,77,,,,,57,A,6,11,1996,6,23,1996
474,a,,78,,,Grizzly,WS 96 census,78,,,,,31,A,6,11,1996,6,21,1996
474,b,,78,,,Grizzly,WS 96 census,78,,,,,31,A,6,11,1996,6,21,1996
474,d,,78,,,Grizzly,WS 96 census,78,,,,,31,A,6,11,1996,6,21,1996
474,e,,78,,7,Grizzly,WS 96 census,78,,,,F,31,A,6,11,1996,6,21,1996
474,g,,78,,,Grizzly,WS 96 census,78,,,,,31,A,6,11,1996,6,21,1996
498,c,,78,,,Grizzly,WS 96 census,78,,,,,39,B,6,21,1996,7,1,1996
498,d,,78,,,Grizzly,WS 96 census,78,,,,,39,B,6,21,1996,7,1,1996
829,l,,91,,11,Grizzly,WS 96 census,91,,,,M,41,B,6,23,1996,7,3,1996
829,m,,91,,,Grizzly,WS 96 census,91,,,,,41,B,6,23,1996,7,3,1996
829,o,,91,,,Grizzly,WS 96 census,91,,,,,41,B,6,23,1996,7,3,1996
829,q,,91,,,Grizzly,WS 96 census,91,,,,,41,B,6,23,1996,7,3,1996
829,s,,91,,,Grizzly,WS 96 census,91,,,,,41,B,6,23,1996,7,3,1996
829,u,,91,,,Grizzly,WS 96 census,91,,,,,41,B,6,23,1996,7,3,1996
748,ac,,286,,,Grizzly,WS 96 census,286,,,,,5,D,7,14,1996,7,25,1996
748,af,,286,,,Grizzly,WS 96 census,286,,,,,5,D,7,14,1996,7,25,1996
748,ao,,286,,,Grizzly,WS 96 census,286,,,,,5,D,7,14,1996,7,25,1996
748,b,,286,,,Grizzly,WS 96 census,286,,,,,5,D,7,14,1996,7,25,1996
748,e,,286,,,Grizzly,WS 96 census,286,,,,,5,D,7,14,1996,7,25,1996
748,f,433,286,10,9,Grizzly,WS 96 census,286,0286,North,East,M,5,D,7,14,1996,7,25,1996
748,p,,286,,,Grizzly,WS 96 census,286,,,,,5,D,7,14,1996,7,25,1996
489,d,,287,,,Grizzly,WS 96 census,287,,,,M,14,A,6,11,1996,6,23,1996
489,f,,287,,,Grizzly,WS 96 census,287,,,,,14,A,6,11,1996,6,23,1996
489,l,,287,,,Grizzly,WS 96 census,287,,,,,14,A,6,11,1996,6,23,1996
490,n,,287,,,Grizzly,WS 96 census,287,,,,,6,A,6,12,1996,6,23,1996
490,o,,287,,,Grizzly,WS 96 census,287,,,,,6,A,6,12,1996,6,23,1996
490,z,434,287,,9,Grizzly,WS 96 census,287,,,,M,6,A,6,12,1996,6,23,1996
491,ae,,287,,,Grizzly,WS 96 census,287,,,,,5,A,6,12,1996,6,23,1996
491,m,,287,,,Grizzly,WS 96 census,287,,,,,5,A,6,12,1996,6,23,1996
491,t,,287,,,Grizzly,WS 96 census,287,,,,,5,A,6,12,1996,6,23,1996
490,e,,288,,,Grizzly,WS 96 census,288,,,,,6,A,6,12,1996,6,23,1996
493,c,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
493,e,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
493,f,435,288,,37,Grizzly,WS 96 census,288,,,,M,3,A,6,12,1996,6,23,1996
493,g,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
493,k,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
493,l,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
493,o,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
493,p,,288,,,Grizzly,WS 96 census,288,,,,,3,A,6,12,1996,6,23,1996
748,aa,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,at,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,d,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,g,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,j,,294,,23,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,k,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,l,,294,,,Grizzly,WS 96 census,294,,,,F,5,D,7,14,1996,7,25,1996
748,o,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,q,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,r,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,s,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
748,u,,294,,,Grizzly,WS 96 census,294,,,,,5,D,7,14,1996,7,25,1996
749,d,,294,,,Grizzly,WS 96 census,294,,,,,4,D,7,14,1996,7,25,1996
822,ab,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,ai,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,ak,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,i,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,j,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,l,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,m,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,n,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,p,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
822,z,,294,,,Grizzly,WS 96 census,294,,,,,5,B,6,22,1996,7,2,1996
748,as,440,295,,4,Grizzly,WS 96 census,295,,,,F,5,D,7,14,1996,7,25,1996
748,c,,295,,,Grizzly,WS 96 census,295,,,,,5,D,7,14,1996,7,25,1996
822,ac,,295,,,Grizzly,WS 96 census,295,,,,,5,B,6,22,1996,7,2,1996
475,a,298,298,133,133,Grizzly,WS 96 census,298,,North,East,M,23,A,6,12,1996,6,22,1996
475,i,,298,,,Grizzly,WS 96 census,298,,,,,23,A,6,12,1996,6,22,1996
480,a,,298,,,Grizzly,WS 96 census,298,,,,M,48,A,6,11,1996,6,21,1996
480,c,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
480,f,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
480,g,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
480,i,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
480,j,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
480,k,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
480,l,,298,,,Grizzly,WS 96 census,298,,,,,48,A,6,11,1996,6,21,1996
628,g,,298,,,Grizzly,WS 96 census,298,,,,,31,C,7,1,1996,7,15,1996
628,k,,298,,,Grizzly,WS 96 census,298,,,,,31,C,7,1,1996,7,15,1996
631,d,353,298,,,Grizzly,WS 96 census,298,,,,M,40,C,7,2,1996,7,15,1996
631,d,,298,,,Grizzly,WS 96 census,298,,,,M,40,C,7,2,1996,7,15,1996
631,e,,298,,,Grizzly,WS 96 census,298,,,,,40,C,7,2,1996,7,15,1996
737,a,,298,,,Grizzly,WS 96 census,298,,,,,31,D,7,14,1996,7,24,1996
737,aa,324,298,,,Grizzly,WS 96 census,298,,,,M,31,D,7,14,1996,7,24,1996
737,c,,298,,,Grizzly,WS 96 census,298,,,,,31,D,7,14,1996,7,24,1996
737,t,,298,,,Grizzly,WS 96 census,298,,,,,31,D,7,14,1996,7,24,1996
747,s,,298,,,Grizzly,WS 96 census,298,,,,,6,D,7,14,1996,7,25,1996
805,f,,298,,,Grizzly,WS 96 census,298,,,,,24,B,6,21,1996,7,1,1996
494,a,,299,,,Grizzly,WS 96 census,299,,,,,2,A,6,12,1996,6,23,1996
